target_id	length	eff_length	est_counts	tpm
YBL087C	414	365	15240.3	1803.3
YBL088C	8364	8315	2666	13.8473
YBL089W	1380	1331	565	18.3332
YBL090W	534	485	511	45.5038
YBL091C	1266	1217	3933	139.573
YBL091C-A	528	479	257	23.1721
YBL092W	393	344	39536	4963.67
YBL093C	663	614	727	51.1369
YBL095W	813	764	458	25.8905
YBL097W	2265	2216	508	9.90062
YBL098W	1383	1334	739	23.9253
YBL099W	1638	1589	14048	381.82
YBL100W-A	1317	1268	0	0
YBL100W-B	5313	5264	1487.54	12.2045
YBL100W-C	120	71	16	9.73263
YBL101C	3354	3305	1925	25.1552
YBL102W	648	599	1101	79.3833
YBL103C	1461	1412	715	21.8695
YBL104C	3117	3068	1505	21.186
YBL105C	3456	3407	2284	28.9529
YBL106C	3033	2984	1131	16.3694
YBL107C	591	542	248	19.7615
YBL108C-A	129	80	62.5082	33.7455
YBL111C	2004	1955	2.37265	0.0524149
YBL112C	318	269	0	0
YBL113C	2379	2330	525.427	9.73924
YBR001C	2343	2294	1432	26.9599
YBR002C	861	812	606	32.2318
YBR003W	1422	1373	1055	33.1856
YBR004C	1302	1253	1062	36.6051
YBR005W	642	593	366	26.656
YBR006W	1494	1445	498	14.8844
YBR007C	2211	2162	1884	37.6351
YBR008C	1647	1598	15001	405.426
YBR009C	312	263	5869.99	963.94
YBR010W	411	362	4768.49	568.906
YBR011C	864	815	25300	1340.7
YBR012W-A	1323	1274	1171.81	39.7243
YBR012W-B	5271	5222	9350.48	77.3331
YBR013C	390	341	133	16.8448
YBR014C	612	563	684	52.4706
YBR015C	1794	1745	5131	126.992
YBR016W	387	338	711	90.8492
YBR017C	2757	2708	4429	70.6359
YBR018C	1101	1052	25	1.02634
YBR019C	2100	2051	233	4.90635
YBR020W	1587	1538	237	6.65519
YBR021W	1902	1853	708	16.5016
YBR022W	534	485	312	27.7831
YBR023C	3498	3449	4727	59.1917
YBR024W	906	857	244	12.2964
YBR025C	1185	1136	20430	776.709
YBR026C	1143	1094	1405	55.4661
YBR028C	1578	1529	787	22.2298
YBR029C	1374	1325	2816	91.7878
YBR030W	1659	1610	914	24.5182
YBR031W	1089	1040	62074.4	2577.79
YBR033W	2760	2711	1363	21.7137
YBR034C	1047	998	2240	96.9362
YBR035C	687	638	2002	135.523
YBR036C	1233	1184	3320	121.103
YBR037C	888	839	562	28.9296
YBR038W	2892	2843	2828	42.9607
YBR039W	936	887	3114	151.622
YBR040W	897	848	16	0.814878
YBR041W	2010	1961	2483	54.6849
YBR042C	1194	1145	1407	53.071
YBR043C	2070	2021	1774	37.9102
YBR044C	1719	1670	677	17.5082
YBR045C	1920	1871	744	17.1738
YBR046C	1005	956	792	35.7796
YBR047W	528	479	273	24.6148
YBR048W	471	422	17145	1754.66
YBR049C	2433	2384	5654	102.428
YBR050C	1017	968	174	7.76323
YBR052C	633	584	1542	114.035
YBR053C	1077	1028	720	30.2488
YBR054W	1035	986	2541	111.3
YBR055C	2700	2651	1390	22.6451
YBR056W	1506	1457	1240	36.7562
YBR056W-A	201	152	69	19.6053
YBR057C	1101	1052	793	32.5556
YBR058C	2346	2297	2455	46.1593
YBR058C-A	243	194	575	128.007
YBR059C	3327	3278	3759	49.5258
YBR060C	1863	1814	1887	44.9265
YBR061C	933	884	926	45.2405
YBR062C	543	494	365	31.9106
YBR063C	1215	1166	643	23.8167
YBR065C	1095	1046	540	22.2962
YBR066C	663	614	893	62.8133
YBR067C	633	584	8656	640.137
YBR068C	1830	1781	8790	213.154
YBR069C	1860	1811	7759	185.036
YBR070C	714	665	494	32.0829
YBR071W	636	587	635	46.7201
YBR072C-A	162	113	1	0.382199
YBR072W	645	596	1232	89.2756
YBR073W	2877	2828	2576	39.34
YBR074W	2931	2882	3973	59.5378
YBR076W	1065	1016	246	10.4571
YBR077C	489	440	270	26.502
YBR078W	1290	1241	38385	1335.85
YBR079C	2895	2846	15713	238.447
YBR080C	2277	2228	3789	73.4476
YBR081C	3999	3950	2039	22.294
YBR082C	447	398	4540	492.653
YBR083W	1461	1412	811	24.8059
YBR084C-A	570	521	24121.4	1999.55
YBR084W	2928	2879	13033	195.511
YBR085C-A	258	209	572	118.2
YBR085W	924	875	154	7.60118
YBR086C	2841	2792	10629	164.416
YBR087W	1065	1016	977	41.5307
YBR088C	777	728	2094	124.226
YBR089C-A	300	251	825.078	141.968
YBR090C	369	320	27.922	3.76846
YBR091C	330	281	160	24.5913
YBR092C	1404	1355	4227.56	134.747
YBR093C	1404	1355	485.925	15.4881
YBR094W	2262	2213	1667	32.5329
YBR095C	1293	1244	650	22.5664
YBR096W	693	644	1607	107.77
YBR097W	4365	4316	1190	11.9079
YBR098W	2076	2027	2709	57.7196
YBR101C	873	824	8131	426.172
YBR102C	2262	2213	1345	26.2488
YBR103W	1608	1559	717	19.8628
YBR104W	990	941	936	42.959
YBR105C	1089	1040	1609	66.8176
YBR106W	567	518	9751	812.995
YBR107C	738	689	319	19.9958
YBR108W	2844	2795	1071	16.5492
YBR109C	444	395	2136	233.546
YBR110W	1350	1301	1351	44.8483
YBR111C	696	647	1344	89.7147
YBR111W-A	291	242	165	29.4467
YBR112C	2901	2852	3791.66	57.418
YBR114W	2373	2324	959	17.8218
YBR115C	4179	4130	7881	82.4137
YBR117C	2046	1997	571	12.3488
YBR118W	1377	1328	420509	13675.6
YBR119W	897	848	368	18.7422
YBR120C	489	440	220	21.5943
YBR121C	2004	1955	21953	484.971
YBR122C	534	485	708	63.0463
YBR123C	1950	1901	777	17.6525
YBR125C	1182	1133	972	37.0514
YBR126C	1488	1439	5475	164.32
YBR126W-A	207	158	457	124.919
YBR127C	1554	1505	21087	605.127
YBR128C	1035	986	137	6.00084
YBR129C	987	938	901	41.4849
YBR130C	1278	1229	1775	62.3756
YBR131W	2115	2066	539	11.2675
YBR132C	1791	1742	1180	29.2551
YBR133C	2484	2435	2364	41.9292
YBR135W	453	404	537	57.4065
YBR136W	7107	7058	2592	15.8607
YBR137W	540	491	558	49.0819
YBR138C	1575	1526	319	9.02827
YBR139W	1527	1478	1547	45.2048
YBR140C	9279	9230	7829	36.633
YBR141C	1014	965	401	17.9467
YBR142W	2322	2273	2808	53.3539
YBR143C	1314	1265	9907	338.236
YBR145W	1056	1007	555	23.803
YBR146W	837	788	1007	55.1914
YBR147W	891	842	135	6.92453
YBR148W	1830	1781	227	5.50466
YBR149W	1035	986	2466	108.015
YBR150C	3285	3236	1275.97	17.0295
YBR151W	951	902	1436	68.7569
YBR152W	876	827	276	14.4136
YBR153W	735	686	350	22.035
YBR154C	648	599	2742	197.701
YBR155W	1158	1109	1386	53.9759
YBR156C	2097	2048	678	14.2978
YBR157C	768	719	622	37.362
YBR158W	1650	1601	3216	86.7547
YBR159W	1044	995	3010	130.651
YBR160W	897	848	777	39.5725
YBR161W	1131	1082	578	23.0711
YBR162C	1368	1319	16914	553.822
YBR162W-A	198	149	445	128.986
YBR163W	1758	1709	1090	27.5456
YBR164C	552	503	1111	95.3925
YBR165W	834	785	345	18.9809
YBR166C	1359	1310	883	29.111
YBR167C	423	374	196	22.6336
YBR168W	1242	1193	455	16.4717
YBR169C	2082	2033	5302	112.634
YBR170C	1743	1694	1259	32.0982
YBR171W	621	572	1227	92.6439
YBR172C	2223	2174	1686	33.494
YBR173C	447	398	829	89.958
YBR175W	948	899	485	23.2997
YBR176W	939	890	629	30.5231
YBR177C	1356	1307	3368	111.292
YBR179C	2568	2519	1743	29.8839
YBR180W	1719	1670	103	2.66372
YBR181C	711	662	37394.1	2439.57
YBR182C	1359	1310	241	7.94537
YBR182C-A	195	146	13	3.84555
YBR183W	951	902	238	11.3956
YBR184W	1572	1523	90	2.55218
YBR185C	837	788	555	30.4183
YBR186W	1695	1646	142	3.72586
YBR187W	843	794	3721	202.399
YBR188C	423	374	102	11.7787
YBR189W	588	539	41895.5	3356.96
YBR191W	483	434	24542	2442.24
YBR192W	1134	1085	486	19.3453
YBR193C	672	623	338	23.4313
YBR194W	372	323	128	17.115
YBR195C	1269	1220	519	18.3728
YBR196C	1665	1616	56254	1503.42
YBR196C-A	150	101	35	14.9663
YBR196C-B	105	56	19	14.6532
YBR197C	654	605	463	33.0517
YBR198C	2397	2348	2348	43.1885
YBR199W	1395	1346	3440	110.378
YBR200W	1656	1607	1136	30.5303
YBR200W-A	165	116	3	1.11694
YBR201C-A	204	155	43	11.9813
YBR201W	636	587	262	19.2767
YBR202W	2538	2489	2813	48.8105
YBR203W	2775	2726	317	5.02229
YBR204C	1128	1079	444	17.7717
YBR205W	1215	1166	2970	110.009
YBR207W	1398	1349	2788	89.2584
YBR208C	5508	5459	2188	17.3102
YBR210W	429	380	386	43.8705
YBR211C	975	926	482	22.4804
YBR212W	2019	1970	2214	48.5378
YBR213W	825	776	338	18.8115
YBR214W	1584	1535	1174	33.0315
YBR215W	1878	1829	837	19.7642
YBR216C	2025	1976	1056	23.0805
YBR217W	561	512	154	12.9903
YBR218C	3543	3494	11606.8	143.469
YBR219C	384	335	15.8051	2.03761
YBR220C	1683	1634	1421.19	37.5638
YBR221C	1101	1052	10085	414.027
YBR221W-A	105	56	5	3.85612
YBR222C	1632	1583	2247	61.3042
YBR223C	1635	1586	365	9.93935
YBR225W	2703	2654	904	14.7108
YBR227C	1563	1514	1145	32.6624
YBR228W	915	866	315	15.7095
YBR229C	2865	2816	3539	54.2771
YBR230C	405	356	461	55.9267
YBR230W-A	201	152	75	21.3101
YBR231C	912	863	234	11.7104
YBR233W	1242	1193	575	20.8159
YBR233W-A	285	236	69	12.6272
YBR234C	1155	1106	2894	113.009
YBR235W	3363	3314	2131	27.7715
YBR236C	1311	1262	1019	34.8725
YBR237W	2550	2501	764	13.1931
YBR238C	2196	2147	2171	43.6713
YBR239C	1590	1541	567	15.8909
YBR240C	1353	1304	45	1.4904
YBR241C	1467	1418	638	19.4318
YBR242W	717	668	958	61.938
YBR243C	1347	1298	2891	96.1926
YBR244W	489	440	3805	373.483
YBR245C	3390	3341	3683	47.6095
YBR246W	1164	1115	878	34.0085
YBR247C	1452	1403	1855	57.1024
YBR248C	1659	1610	2937	78.7855
YBR249C	1113	1064	8301	336.944
YBR250W	1572	1523	198	5.61479
YBR251W	924	875	661	32.6258
YBR252W	444	395	880	96.2175
YBR253W	366	317	250	34.0604
YBR254C	528	479	429	38.6803
YBR255C-A	363	314	179	24.6202
YBR255W	2085	2036	845	17.9245
YBR256C	717	668	1627	105.191
YBR257W	840	791	391	21.3486
YBR258C	429	380	108	12.2746
YBR259W	2067	2018	486	10.4012
YBR260C	2001	1952	1213	26.838
YBR261C	699	650	1211	80.4635
YBR262C	321	272	306	48.5871
YBR263W	1473	1424	9045	274.326
YBR264C	600	551	371	29.0798
YBR265W	963	914	1650	77.9662
YBR267W	1182	1133	996	37.9663
YBR268W	318	269	264	42.3858
YBR269C	417	368	527	61.8488
YBR270C	1638	1589	221	6.00671
YBR271W	1260	1211	681	24.2869
YBR272C	1443	1394	626	19.3946
YBR273C	1311	1262	1051	35.9676
YBR274W	1584	1535	618	17.388
YBR275C	5751	5702	2513	19.0342
YBR276C	2424	2375	2504	45.5343
YBR278W	606	557	315	24.4244
YBR279W	1338	1289	1772	59.3717
YBR280C	1914	1865	649	15.0291
YBR281C	2637	2588	1946	32.4748
YBR282W	441	392	493	54.3162
YBR283C	1473	1424	10049	304.776
YBR284W	2394	2345	270	4.97267
YBR285W	435	386	36	4.02795
YBR286W	1614	1565	21731	599.7
YBR287W	1284	1235	2699	94.3853
YBR288C	1452	1403	1535	47.2519
YBR289W	2718	2669	1180	19.0942
YBR290W	966	917	715	33.6748
YBR291C	900	851	309	15.6819
YBR293W	1425	1376	564	17.7023
YBR294W	2580	2531	554	9.45336
YBR295W	3651	3602	1215	14.568
YBR296C	1725	1676	1257	32.3914
YBR296C-A	120	71	16	9.73263
YBR297W	1407	1358	469.844	14.9425
YBR298C	1845	1796	338	8.12791
YBR298C-A	222	173	8	1.99716
YBR299W	1755	1706	159.114	4.02807
YBR301W	363	314	50.8039	6.98773
YBR302C	1140	1091	1181.41	46.7677
YCL001W	567	518	1287	107.304
YCL001W-A	462	413	24	2.50974
YCL001W-B	255	206	21	4.40271
YCL002C	792	743	608	35.3414
YCL004W	1566	1517	415	11.8149
YCL005W	771	722	433	25.9012
YCL005W-A	222	173	646	161.27
YCL008C	1158	1109	708	27.5721
YCL009C	930	881	6624	324.723
YCL010C	780	731	964	56.9545
YCL011C	1284	1235	3173	110.961
YCL012C	405	356	153	18.5614
YCL014W	4911	4862	3708	32.9377
YCL016C	1143	1094	408	16.1069
YCL017C	1494	1445	3162	94.5067
YCL018W	1095	1046	0	0
YCL019W	5313	5264	6123.5	50.2403
YCL020W	1317	1268	0	0
YCL021W-A	378	329	510	66.9488
YCL024W	3114	3065	804	11.3291
YCL025C	1902	1853	1911.59	44.5541
YCL026C-A	582	533	3167	256.619
YCL026C-B	582	533	7471	605.369
YCL027W	1539	1490	3669	106.348
YCL028W	1218	1169	2795	103.261
YCL029C	1323	1274	722	24.4758
YCL030C	2400	2351	10194	187.267
YCL031C	894	845	2074	106.004
YCL032W	1041	992	459	19.9834
YCL033C	507	458	532	50.1666
YCL034W	1065	1016	1385	58.8741
YCL035C	333	284	742	112.838
YCL036W	1701	1652	646	16.8885
YCL037C	1305	1256	8547	293.895
YCL038C	1587	1538	666	18.7019
YCL039W	2238	2189	790	15.5865
YCL040W	1503	1454	4679.61	139
YCL042W	360	311	41.3898	5.7478
YCL043C	1569	1520	29121	827.43
YCL044C	1254	1205	838	30.0348
YCL045C	2283	2234	8016	154.968
YCL047C	777	728	279	16.5516
YCL048W	1392	1343	43	1.3828
YCL048W-A	240	191	2	0.452236
YCL049C	939	890	637	30.9113
YCL050C	966	917	6150	289.65
YCL051W	1752	1703	877	22.2409
YCL052C	1251	1202	1050	37.7271
YCL054W	2526	2477	3251	56.6839
YCL054W-A	87	38	4	4.54616
YCL055W	1008	959	432	19.4551
YCL056C	435	386	438	49.0067
YCL057C-A	294	245	566	99.7743
YCL057W	2139	2090	4796	99.1063
YCL058C	459	410	446	46.9807
YCL058W-A	342	293	0	0
YCL059C	951	902	2519	120.612
YCL061C	3291	3242	1210	16.1191
YCL063W	1272	1223	955	33.7245
YCL064C	1083	1034	7480	312.428
YCL066W	528	479	9.0642	0.817264
YCL067C	633	584	45.9927	3.40129
YCL068C	783	734	0	0
YCL069W	1377	1328	0	0
YCL073C	1848	1799	4.30303	0.103303
YCR002C	969	920	1774	83.2787
YCR003W	552	503	389	33.4003
YCR004C	744	695	3551	220.665
YCR005C	1383	1334	2335	75.5961
YCR007C	720	671	102	6.56517
YCR008W	1812	1763	3440	84.2703
YCR009C	798	749	2172	125.241
YCR010C	852	803	81	4.3565
YCR011C	3150	3101	5049	70.3189
YCR012W	1251	1202	172052	6181.92
YCR014C	1749	1700	401	10.1874
YCR015C	954	905	347	16.5596
YCR016W	873	824	1101	57.707
YCR017C	2862	2813	7263	111.51
YCR018C	666	617	627	43.8885
YCR019W	1092	1043	531	21.9876
YCR020C	648	599	239	17.2321
YCR020C-A	267	218	93	18.4245
YCR020W-B	237	188	65	14.9322
YCR021C	999	950	10049	456.844
YCR023C	1836	1787	1691	40.8684
YCR024C	1479	1430	494	14.9197
YCR024C-A	123	74	1625.76	948.839
YCR024C-B	267	218	8250	1634.43
YCR026C	2229	2180	1655	32.7876
YCR027C	630	581	174	12.9343
YCR028C	1539	1490	1215	35.2175
YCR028C-A	408	359	1332	160.243
YCR030C	2613	2564	2474	41.6725
YCR031C	414	365	27048.3	3200.48
YCR032W	6504	6455	2241	14.9939
YCR033W	3681	3632	3412	40.5725
YCR034W	1044	995	4834	209.822
YCR035C	1185	1136	1471	55.9246
YCR036W	1002	953	1125	50.9833
YCR037C	2772	2723	2108	33.4342
YCR038C	1929	1880	424	9.74039
YCR039C	633	584	45.9927	3.40129
YCR040W	528	479	9.0642	0.817264
YCR041W	333	284	240.365	36.5529
YCR042C	4224	4175	2489.51	25.7528
YCR043C	384	335	462	59.5615
YCR044C	1074	1025	1240	52.2476
YCR045C	1476	1427	437	13.2259
YCR046C	510	461	682	63.8928
YCR047C	828	779	866	48.0119
YCR048W	1833	1784	3590.99	86.9336
YCR050C	309	260	231.011	38.3732
YCR051W	669	620	1452	101.145
YCR052W	1452	1403	1991	61.2889
YCR053W	1545	1496	13548	391.122
YCR054C	1692	1643	829	21.7914
YCR057C	2772	2723	5147	81.6347
YCR059C	777	728	925	54.8755
YCR060W	336	287	233	35.0625
YCR061W	1896	1847	1266	29.603
YCR063W	474	425	152	15.4462
YCR065W	1695	1646	1058	27.7603
YCR066W	1464	1415	244	7.44735
YCR067C	3198	3149	4187.52	57.4318
YCR068W	1563	1514	1078	30.7511
YCR069W	957	908	2138	101.693
YCR071C	441	392	294	32.3914
YCR072C	1548	1499	1346	38.7804
YCR073C	3996	3947	1150	12.5834
YCR073W-A	948	899	1141	54.8144
YCR075C	783	734	366	21.5354
YCR075W-A	228	179	129	31.1247
YCR076C	753	704	381	23.3733
YCR077C	2391	2342	5726	105.592
YCR079W	1329	1280	440	14.8461
YCR081W	4284	4235	1493	15.2256
YCR082W	387	338	858	109.632
YCR083W	384	335	382	49.2478
YCR084C	2142	2093	9167	189.159
YCR086W	573	524	195	16.0721
YCR087C-A	462	413	774	80.9393
YCR088W	1779	1730	7170	178.995
YCR089W	4830	4781	1353	12.2221
YCR090C	549	500	723	62.4506
YCR091W	2163	2114	253	5.16873
YCR092C	3057	3008	1235	17.732
YCR093W	6327	6278	12864	88.4959
YCR094W	1176	1127	1125	43.1119
YCR095C	1089	1040	625	25.9546
YCR095W-A	159	110	9	3.53361
YCR096C	360	311	380.015	52.7726
YCR097W	381	332	455	59.1891
YCR098C	1557	1508	96	2.7494
YCR099C	468	419	105	10.8229
YCR100C	951	902	232	11.1084
YCR101C	549	500	94	8.11944
YCR102C	1107	1058	5085.38	207.59
YCR104W	375	326	160.18	21.2207
YCR105W	1086	1037	213	8.87093
YCR106W	2499	2450	1633	28.7865
YCR107W	1092	1043	1211.07	50.1482
YCR108C	192	143	23	6.94641
YDL001W	1293	1244	424	14.7202
YDL002C	612	563	593	45.4899
YDL003W	1701	1652	1042	27.2412
YDL004W	483	434	1493	148.573
YDL005C	1296	1247	905	31.3437
YDL006W	846	797	554	30.0206
YDL007C-A	258	209	0	0
YDL007W	1314	1265	3722	127.073
YDL008W	498	449	379	36.4553
YDL009C	324	275	327.062	51.3649
YDL010W	696	647	483.938	32.3038
YDL012C	324	275	310	48.6852
YDL013W	1860	1811	746	17.7905
YDL014W	984	935	11167	515.814
YDL015C	933	884	4554	222.489
YDL017W	1524	1475	375	10.9801
YDL018C	678	629	571	39.2061
YDL019C	3852	3803	4273	48.5261
YDL020C	1596	1547	10802	301.566
YDL021W	936	887	144	7.01144
YDL022C-A	249	200	9	1.94348
YDL022W	1176	1127	5439	208.432
YDL024C	1407	1358	122	3.87997
YDL025C	1863	1814	4128	98.2813
YDL027C	1263	1214	573	20.3847
YDL028C	2295	2246	907	17.4408
YDL029W	1176	1127	5145	197.165
YDL030W	1593	1544	554	15.4964
YDL031W	2988	2939	4121	60.558
YDL033C	1254	1205	410	14.6949
YDL035C	2886	2837	2443	37.1905
YDL036C	1389	1340	716	23.0769
YDL037C	987	938	1568	72.1957
YDL039C	2097	2048	3331	70.2446
YDL040C	2565	2516	5629	96.6249
YDL042C	1689	1640	771	20.3039
YDL043C	801	752	407	23.3746
YDL044C	1323	1274	490	16.611
YDL045C	921	872	585	28.974
YDL045W-A	288	239	287	51.8624
YDL046W	522	473	1452	132.579
YDL047W	936	887	1608	78.2944
YDL048C	1473	1424	150	4.54935
YDL049C	807	758	169	9.6291
YDL051W	828	779	3541	196.317
YDL052C	912	863	2418	121.008
YDL053C	558	509	987	83.7467
YDL054C	1461	1412	703	21.5025
YDL055C	1086	1037	36094	1503.23
YDL056W	2502	2453	1191	20.9692
YDL057W	987	938	203	9.34677
YDL058W	5373	5324	5938	48.1693
YDL059C	717	668	292	18.8788
YDL060W	2367	2318	3354	62.4911
YDL061C	171	122	1813.41	641.954
YDL063C	1863	1814	2620	62.3781
YDL064W	474	425	914	92.8807
YDL065C	1029	980	880	38.7815
YDL066W	1287	1238	6740	235.13
YDL067C	180	131	195	64.2883
YDL069C	690	641	204	13.7449
YDL070W	1917	1868	2954	68.2971
YDL072C	612	563	1711	131.253
YDL073W	2955	2906	2065	30.6897
YDL074C	2103	2054	3077	64.6987
YDL075W	342	293	25484	3756.37
YDL076C	885	836	542	28.0002
YDL077C	3150	3101	1227	17.0888
YDL078C	1032	983	2793	122.712
YDL079C	1506	1457	284	8.41835
YDL080C	1830	1781	777	18.8419
YDL081C	321	272	25523	4052.58
YDL082W	600	551	13610.1	1066.79
YDL083C	432	383	16603.6	1872.29
YDL084W	1341	1292	17281	577.663
YDL085C-A	207	158	255	69.703
YDL085W	1638	1589	179	4.86516
YDL086W	822	773	1119	62.52
YDL087C	786	737	164	9.61047
YDL088C	1587	1538	917	25.7502
