target_id	length	eff_length	est_counts	tpm
YBL108C-A	129	80	28.9116	22.7476
YBL111C	2004	1955	140.416	4.52089
YBL112C	318	269	11.0072	2.5756
YBL113C	2379	2330	1742.66	47.0773
YBR001C	2343	2294	4519	123.995
YBR002C	861	812	673	52.1691
YBR003W	1422	1373	2166	99.2984
YBR004C	1302	1253	857	43.0511
YBR005W	642	593	752	79.821
YBR006W	1494	1445	1275	55.5388
YBR007C	2211	2162	838	24.3973
YBR008C	1647	1598	2087	82.2053
YBR009C	312	263	3558.11	851.566
YBR010W	411	362	2976.32	517.517
YBR011C	864	815	11228	867.16
YBR012W-A	1323	1274	796.688	39.3616
YBR012W-B	5271	5222	6393.49	77.0647
YBR013C	390	341	112	20.6737
YBR014C	612	563	771	86.1986
YBR015C	1794	1745	3070	110.738
YBR016W	387	338	700	130.357
YBR017C	2757	2708	2010	46.7199
YBR018C	1101	1052	181	10.8297
YBR019C	2100	2051	935	28.6946
YBR020W	1587	1538	360	14.7333
YBR021W	1902	1853	232	7.88074
YBR022W	534	485	284	36.8579
YBR023C	3498	3449	2648	48.3258
YBR024W	906	857	605	44.4354
YBR025C	1185	1136	6919	383.371
YBR026C	1143	1094	2764	159.028
YBR028C	1578	1529	595	24.4942
YBR029C	1374	1325	1357	64.4641
YBR030W	1659	1610	775	30.2991
YBR031W	1089	1040	62377.2	3775.26
YBR033W	2760	2711	766	17.785
YBR034C	1047	998	228	14.38
YBR035C	687	638	2472	243.883
YBR036C	1233	1184	3677	195.477
YBR037C	888	839	908	68.1205
YBR038W	2892	2843	1732	38.3465
YBR039W	936	887	3022	214.45
YBR040W	897	848	23	1.70721
YBR041W	2010	1961	1347	43.2359
YBR042C	1194	1145	578	31.7743
YBR043C	2070	2021	1494	46.5306
YBR044C	1719	1670	837	31.5474
YBR045C	1920	1871	551	18.5367
YBR046C	1005	956	1592	104.819
YBR047W	528	479	251	32.9832
YBR048W	471	422	5577.71	831.951
YBR049C	2433	2384	2810	74.1915
YBR050C	1017	968	759	49.3538
YBR052C	633	584	4127	444.811
YBR053C	1077	1028	2016	123.439
YBR054W	1035	986	1248	79.6695
YBR055C	2700	2651	1057	25.0969
YBR056W	1506	1457	4222	182.395
YBR056W-A	201	152	54	22.3617
YBR057C	1101	1052	1044	62.4653
YBR058C	2346	2297	2082	57.0524
YBR058C-A	243	194	247	80.14
YBR059C	3327	3278	5773	110.853
YBR060C	1863	1814	937	32.513
YBR061C	933	884	243	17.3025
YBR062C	543	494	396	50.4571
YBR063C	1215	1166	314	16.9506
YBR065C	1095	1046	329	19.7979
YBR066C	663	614	274	28.089
YBR067C	633	584	11426	1231.5
YBR068C	1830	1781	7923	280.014
YBR069C	1860	1811	4341	150.878
YBR070C	714	665	371	35.1161
YBR071W	636	587	1051	112.699
YBR072C-A	162	113	1	0.557026
YBR072W	645	596	4082	431.103
YBR073W	2877	2828	1370	30.4927
YBR074W	2931	2882	1635	35.709
YBR076W	1065	1016	149	9.23096
YBR077C	489	440	427	61.0843
YBR078W	1290	1241	8499	431.072
YBR079C	2895	2846	6102	134.956
YBR080C	2277	2228	2866	80.9683
YBR081C	3999	3950	1830	29.1614
YBR082C	447	398	3381	534.708
YBR083W	1461	1412	2659	118.533
YBR084C-A	570	521	7650.36	924.269
YBR084W	2928	2879	4261	93.1588
YBR085C-A	258	209	2133	642.39
YBR085W	924	875	127	9.13587
YBR086C	2841	2792	7444	167.821
YBR087W	1065	1016	715	44.2962
YBR088C	777	728	465	40.2046
YBR089C-A	300	251	1291.6	323.898
YBR090C	369	320	45.4003	8.93025
YBR091C	330	281	85	19.04
YBR092C	1404	1355	1394.78	64.7918
YBR093C	1404	1355	761.55	35.3764
YBR094W	2262	2213	1047	29.7796
YBR095C	1293	1244	816	41.288
YBR096W	693	644	1008	98.521
YBR097W	4365	4316	1342	19.5716
YBR098W	2076	2027	692	21.4885
YBR101C	873	824	7020	536.246
YBR102C	2262	2213	1019	28.9832
YBR103W	1608	1559	754	30.4424
YBR104W	990	941	131	8.76266
YBR105C	1089	1040	1976	119.594
YBR106W	567	518	2029	246.551
YBR107C	738	689	469	42.8458
YBR108W	2844	2795	2561	57.6743
YBR109C	444	395	1386	220.862
YBR110W	1350	1301	986	47.7039
YBR111C	696	647	1948	189.513
YBR111W-A	291	242	199	51.7597
YBR112C	2901	2852	5212.76	115.046
YBR114W	2373	2324	1400	37.9181
YBR115C	4179	4130	3283	50.0351
YBR117C	2046	1997	889	28.0206
YBR118W	1377	1328	321309	15229.2
YBR119W	897	848	720	53.443
YBR120C	489	440	285	40.7705
YBR121C	2004	1955	6867	221.093
YBR122C	534	485	744	96.5574
YBR123C	1950	1901	1085	35.9254
YBR125C	1182	1133	770	42.7775
YBR126C	1488	1439	22211	971.542
YBR126W-A	207	158	1440	573.667
YBR127C	1554	1505	10546	441.068
YBR128C	1035	986	322	20.5557
YBR129C	987	938	844	56.6362
YBR130C	1278	1229	1033	52.9057
YBR131W	2115	2066	340	10.3586
YBR132C	1791	1742	5678	205.164
YBR133C	2484	2435	1322	34.1733
YBR135W	453	404	242	37.7041
YBR136W	7107	7058	1624	14.483
YBR137W	540	491	960	123.068
YBR138C	1575	1526	650	26.811
YBR139W	1527	1478	7250	308.758
YBR140C	9279	9230	6626	45.186
YBR141C	1014	965	221	14.4151
YBR142W	2322	2273	858	23.7598
YBR143C	1314	1265	2626	130.665
YBR145W	1056	1007	1948	121.763
YBR146W	837	788	893	71.3312
YBR147W	891	842	417	31.173
YBR148W	1830	1781	142	5.01855
YBR149W	1035	986	5776	368.727
YBR150C	3285	3236	1936.63	37.6697
YBR151W	951	902	1794	125.19
YBR152W	876	827	291	22.1484
YBR153W	735	686	261	23.9481
YBR154C	648	599	745	78.2859
YBR155W	1158	1109	161	9.13794
YBR156C	2097	2048	488	14.9984
YBR157C	768	719	406	35.5428
YBR158W	1650	1601	1947	76.5471
YBR159W	1044	995	1669	105.581
YBR160W	897	848	890	66.0615
YBR161W	1131	1082	791	46.0154
YBR162C	1368	1319	6874	328.034
YBR162W-A	198	149	131	55.34
YBR163W	1758	1709	562	20.699
YBR164C	552	503	591	73.956
YBR165W	834	785	599	48.0299
YBR166C	1359	1310	489	23.4959
YBR167C	423	374	228	38.3723
YBR168W	1242	1193	676	35.6665
YBR169C	2082	2033	8075	250.011
YBR170C	1743	1694	1624	60.343
YBR171W	621	572	572	62.944
YBR172C	2223	2174	1330	38.5076
YBR173C	447	398	711	112.445
YBR175W	948	899	476	33.3274
YBR176W	939	890	347	24.5411
YBR177C	1356	1307	5418	260.926
YBR179C	2568	2519	1583	39.5555
YBR180W	1719	1670	154	5.80441
YBR181C	711	662	14338.3	1363.31
YBR182C	1359	1310	135	6.48659
YBR182C-A	195	146	9	3.88011
YBR183W	951	902	1215	84.786
YBR184W	1572	1523	71	2.93435
YBR185C	837	788	629	50.2434
YBR186W	1695	1646	133	5.086
YBR187W	843	794	1615	128.028
YBR188C	423	374	138	23.2253
YBR189W	588	539	10590.9	1236.8
YBR191W	483	434	6877.59	997.472
YBR192W	1134	1085	416	24.1334
YBR193C	672	623	677	68.3998
YBR194W	372	323	213	41.508
YBR195C	1269	1220	267	13.7754
YBR196C	1665	1616	34565	1346.32
YBR196C-A	150	101	16	9.97132
YBR196C-B	105	56	14	15.736
YBR197C	654	605	314	32.6684
YBR198C	2397	2348	1665	44.6345
YBR199W	1395	1346	3240	151.514
YBR200W	1656	1607	1330	52.0943
YBR200W-A	165	116	2	1.08524
YBR201C-A	204	155	55	22.335
YBR201W	636	587	442	47.3956
YBR202W	2538	2489	1456	36.8206
YBR203W	2775	2726	4018	92.7766
YBR204C	1128	1079	930	54.252
YBR205W	1215	1166	1626	87.7761
YBR207W	1398	1349	1955	91.2198
YBR208C	5508	5459	2364	27.2577
YBR210W	429	380	163	26.9997
YBR211C	975	926	600	40.7844
YBR212W	2019	1970	5805	185.477
YBR213W	825	776	127	10.3014
YBR214W	1584	1535	9128	374.301
YBR215W	1878	1829	783	26.9465
YBR216C	2025	1976	1446	46.0612
YBR217W	561	512	177	21.7599
YBR218C	3543	3494	11756.3	211.789
YBR219C	384	335	4.94346	0.928839
YBR220C	1683	1634	1008.06	38.8318
YBR221C	1101	1052	7277	435.402
YBR221W-A	105	56	3	3.372
YBR222C	1632	1583	2175	86.4834
YBR223C	1635	1586	882	35.0042
YBR225W	2703	2654	1684	39.9388
YBR227C	1563	1514	623	25.901
YBR228W	915	866	433	31.472
YBR229C	2865	2816	2465	55.0983
YBR230C	405	356	2355	416.385
YBR230W-A	201	152	188	77.8518
YBR231C	912	863	350	25.5277
YBR233W	1242	1193	472	24.9032
YBR233W-A	285	236	32	8.53478
YBR234C	1155	1106	3732	212.393
YBR235W	3363	3314	1642	31.1871
YBR236C	1311	1262	1108	55.263
YBR237W	2550	2501	1036	26.0736
YBR238C	2196	2147	669	19.6132
YBR239C	1590	1541	415	16.9512
YBR240C	1353	1304	86	4.15121
YBR241C	1467	1418	1880	83.4518
YBR242W	717	668	263	24.7818
YBR243C	1347	1298	1066	51.6936
YBR244W	489	440	931	133.184
YBR245C	3390	3341	2468	46.4968
YBR246W	1164	1115	774	43.6938
YBR247C	1452	1403	249	11.1711
YBR248C	1659	1610	967	37.8055
YBR249C	1113	1064	4700	278.042
YBR250W	1572	1523	102	4.21555
YBR251W	924	875	775	55.7504
YBR252W	444	395	211	33.6232
YBR253W	366	317	178	35.3439
YBR254C	528	479	146	19.1854
YBR255C-A	363	314	110	22.0504
YBR255W	2085	2036	800	24.7324
YBR256C	717	668	1555	146.524
YBR257W	840	791	191	15.1989
YBR258C	429	380	69	11.4293
YBR259W	2067	2018	552	17.2176
YBR260C	2001	1952	1268	40.8878
YBR261C	699	650	544	52.6793
YBR262C	321	272	236	54.6132
YBR263W	1473	1424	4443	196.391
YBR264C	600	551	318	36.327
YBR265W	963	914	937	64.5279
YBR267W	1182	1133	211	11.7221
YBR268W	318	269	182	42.5866
YBR269C	417	368	1049	179.425
YBR270C	1638	1589	355	14.0624
YBR271W	1260	1211	216	11.227
YBR272C	1443	1394	869	39.2384
YBR273C	1311	1262	1623	80.9494
YBR274W	1584	1535	748	30.6724
YBR275C	5751	5702	1243	13.7214
YBR276C	2424	2375	1829	48.4735
YBR278W	606	557	340	38.4218
YBR279W	1338	1289	1836	89.6549
YBR280C	1914	1865	2001	67.534
YBR281C	2637	2588	1087	26.4374
YBR282W	441	392	357	57.324
YBR283C	1473	1424	4573	202.137
YBR284W	2394	2345	528	14.1725
YBR285W	435	386	418	68.1621
YBR286W	1614	1565	19209	772.582
YBR287W	1284	1235	5736	292.345
YBR288C	1452	1403	764	34.276
YBR289W	2718	2669	1251	29.5028
YBR290W	966	917	877	60.1983
YBR291C	900	851	238	17.6036
YBR293W	1425	1376	735	33.622
YBR294W	2580	2531	749	18.627
YBR295W	3651	3602	1748	30.5458
YBR296C	1725	1676	4271	160.402
YBR296C-A	120	71	21	18.6172
YBR297W	1407	1358	1870.91	86.7178
YBR298C	1845	1796	2811	98.5164
YBR298C-A	222	173	12	4.36606
YBR299W	1755	1706	833.085	30.7372
YBR301W	363	314	17.2228	3.45245
YBR302C	1140	1091	1230.32	70.9816
YCL001W	567	518	568	69.0197
YCL001W-A	462	413	29	4.4198
YCL001W-B	255	206	23	7.02773
YCL002C	792	743	395	33.4628
YCL004W	1566	1517	561	23.2772
YCL005W	771	722	433	37.749
YCL005W-A	222	173	380	138.258
YCL008C	1158	1109	928	52.6709
YCL009C	930	881	3900	278.64
YCL010C	780	731	1874	161.364
YCL011C	1284	1235	2192	111.719
YCL012C	405	356	82	14.4983
YCL014W	4911	4862	1266	16.3898
YCL016C	1143	1094	458	26.3513
YCL017C	1494	1445	2138	93.131
YCL018W	1095	1046	2	0.120352
YCL019W	5313	5264	9722.19	116.253
YCL020W	1317	1268	0	0
YCL021W-A	378	329	385	73.6578
YCL024W	3114	3065	660	13.554
YCL025C	1902	1853	4221.95	143.414
YCL026C-A	582	533	261	30.8225
YCL026C-B	582	533	3742	441.907
YCL027W	1539	1490	655	27.67
YCL028W	1218	1169	1835	98.8043
YCL029C	1323	1274	480	23.7152
YCL030C	2400	2351	6902	184.789
YCL031C	894	845	1070	79.7042
YCL032W	1041	992	744	47.208
YCL033C	507	458	628	86.3075
YCL034W	1065	1016	1836	113.745
YCL035C	333	284	1192	264.187
YCL036W	1701	1652	357	13.6023
YCL037C	1305	1256	1128	56.5293
YCL038C	1587	1538	639	26.1516
YCL039W	2238	2189	1487	42.7582
YCL040W	1503	1454	71669.8	3102.6
YCL042W	360	311	81.2335	16.441
YCL043C	1569	1520	27649	1144.96
YCL044C	1254	1205	989	51.6611
YCL045C	2283	2234	4035	113.688
YCL047C	777	728	405	35.0169
YCL048W	1392	1343	41	1.9216
YCL048W-A	240	191	13	4.28415
YCL049C	939	890	673	47.597
YCL050C	966	917	3988	273.741
YCL051W	1752	1703	1725	63.7571
YCL052C	1251	1202	1887	98.8147
YCL054W	2526	2477	394	10.0121
YCL054W-A	87	38	2	3.31284
YCL055W	1008	959	313	20.5438
YCL056C	435	386	177	28.8629
YCL057C-A	294	245	477	122.548
YCL057W	2139	2090	3752	112.998
YCL058C	459	410	137	21.0325
YCL058W-A	342	293	0	0
YCL059C	951	902	848	59.1757
YCL061C	3291	3242	1097	21.2984
YCL063W	1272	1223	494	25.4246
YCL064C	1083	1034	3299	200.824
YCL066W	528	479	7.04117	0.925259
YCL067C	633	584	85.5678	9.22256
YCL068C	783	734	15.5698	1.33519
YCL069W	1377	1328	26.3854	1.2506
YCL073C	1848	1799	46.789	1.63707
YCR002C	969	920	1293	88.4637
YCR003W	552	503	323	40.4193
YCR004C	744	695	8642	782.679
YCR005C	1383	1334	4236	199.873
YCR007C	720	671	169	15.8533
YCR008W	1812	1763	2340	83.5445
YCR009C	798	749	2492	209.421
YCR010C	852	803	3470	272
YCR011C	3150	3101	5164	104.819
YCR012W	1251	1202	157809	8263.83
YCR014C	1749	1700	419	15.5138
YCR015C	954	905	394	27.4032
YCR016W	873	824	297	22.6873
YCR017C	2862	2813	4471	100.044
YCR018C	666	617	756	77.1242
YCR019W	1092	1043	494	29.8124
YCR020C	648	599	57	5.98966
YCR020C-A	267	218	43	12.4156
YCR020W-B	237	188	26	8.70502
YCR021C	999	950	5531	366.466
YCR023C	1836	1787	1287	45.3323
YCR024C	1479	1430	496	21.8323
YCR024C-A	123	74	553	470.379
YCR024C-B	267	218	3577	1032.8
YCR026C	2229	2180	1544	44.5805
YCR027C	630	581	296	32.0678
YCR028C	1539	1490	748	31.5987
YCR028C-A	408	359	498	87.315
YCR030C	2613	2564	4046	99.3258
YCR031C	414	365	10261.2	1769.54
YCR032W	6504	6455	1556	15.1729
YCR033W	3681	3632	3886	67.3459
YCR034W	1044	995	667	42.1946
YCR035C	1185	1136	882	48.8702
YCR036W	1002	953	1516	100.129
YCR037C	2772	2723	2114	48.8665
YCR038C	1929	1880	669.43	22.4131
YCR039C	633	584	85.5678	9.22256
YCR040W	528	479	7.04117	0.925259
YCR041W	333	284	194.464	43.0998
YCR042C	4224	4175	1845.45	27.8228
YCR043C	384	335	136	25.5534
YCR044C	1074	1025	847	52.0132
YCR045C	1476	1427	665	29.3327
YCR046C	510	461	599	81.7862
YCR047C	828	779	283	22.8667
YCR048W	1833	1784	2155.95	76.0671
YCR050C	309	260	131.054	31.7273
YCR051W	669	620	785	79.6952
YCR052W	1452	1403	1536	68.9109
YCR053W	1545	1496	4389	184.667
YCR054C	1692	1643	274	10.497
YCR057C	2772	2723	1431	33.0785
YCR059C	777	728	526	45.4788
YCR060W	336	287	128	28.0726
YCR061W	1896	1847	3639	124.014
YCR063W	474	425	62	9.18242
YCR065W	1695	1646	1546	59.1199
YCR066W	1464	1415	404	17.9713
YCR067C	3198	3149	3343.73	66.8363
YCR068W	1563	1514	1320	54.8785
YCR069W	957	908	2004	138.92
YCR071C	441	392	246	39.5006
YCR072C	1548	1499	190	7.97822
YCR073C	3996	3947	968	15.437
YCR073W-A	948	899	2208	154.594
YCR075C	783	734	443	37.9894
YCR075W-A	228	179	68	23.9117
YCR076C	753	704	524	46.8503
YCR077C	2391	2342	4172	112.127
YCR079W	1329	1280	1153	56.6988
YCR081W	4284	4235	1254	18.638
YCR082W	387	338	554	103.169
YCR083W	384	335	183	34.3843
YCR084C	2142	2093	3406	102.431
YCR086W	573	524	191	22.9433
YCR087C-A	462	413	149	22.7086
YCR088W	1779	1730	6521	237.259
YCR089W	4830	4781	1665	21.9205
YCR090C	549	500	432	54.3836
YCR091W	2163	2114	3096	92.1829
YCR092C	3057	3008	705	14.7525
YCR093W	6327	6278	7569	75.8877
YCR094W	1176	1127	615	34.3483
YCR095C	1089	1040	386	23.3619
YCR095W-A	159	110	11	6.2944
YCR096C	360	311	717.864	145.29
YCR097W	381	332	282	53.4645
YCR098C	1557	1508	153	6.38623
YCR099C	468	419	297	44.6166
YCR100C	951	902	462	32.2396
YCR101C	549	500	243	30.5908
YCR102C	1107	1058	1163.53	69.2225
YCR104W	375	326	73.1084	14.1157
YCR105W	1086	1037	296	17.9667
YCR106W	2499	2450	825	21.1954
YCR107W	1092	1043	560.111	33.8021
YCR108C	192	143	141	62.0636
YDL001W	1293	1244	374	18.9237
YDL002C	612	563	646	72.2235
YDL003W	1701	1652	543	20.6892
YDL004W	483	434	1264	183.321
YDL005C	1296	1247	1046	52.7982
YDL006W	846	797	592	46.7539
YDL007C-A	258	209	5	1.50584
YDL007W	1314	1265	2975	148.03
YDL008W	498	449	161	22.5701
YDL009C	324	275	311.439	71.2844
YDL010W	696	647	433.561	42.1794
YDL012C	324	275	279	63.8595
YDL013W	1860	1811	891	30.968
YDL014W	984	935	696	46.8546
YDL015C	933	884	2317	164.979
YDL017W	1524	1475	625	26.6712
YDL018C	678	629	623	62.3436
YDL019C	3852	3803	8349	138.185
YDL020C	1596	1547	7926	322.491
YDL021W	936	887	1140	80.8976
YDL022C-A	249	200	11	3.46192
YDL022W	1176	1127	26036	1454.13
YDL024C	1407	1358	195	9.03835
YDL025C	1863	1814	3498	121.377
YDL027C	1263	1214	1669	86.535
YDL028C	2295	2246	1169	32.7611
YDL029W	1176	1127	4468	249.542
YDL030W	1593	1544	349	14.2276
YDL031W	2988	2939	472	10.1087
YDL033C	1254	1205	432	22.5658
YDL035C	2886	2837	2518	55.8664
YDL036C	1389	1340	578	27.1505
YDL037C	987	938	840	56.3677
YDL039C	2097	2048	1408	43.274
YDL040C	2565	2516	3591	89.8378
YDL042C	1689	1640	409	15.6976
YDL043C	801	752	243	20.3396
YDL044C	1323	1274	384	18.9721
YDL045C	921	872	881	63.5936
YDL045W-A	288	239	205	53.9896
YDL046W	522	473	1578	209.991
YDL047W	936	887	1737	123.262
YDL048C	1473	1424	2307	101.975
YDL049C	807	758	249	20.6768
YDL051W	828	779	1254	101.324
YDL052C	912	863	1040	75.8537
YDL053C	558	509	523	64.6752
YDL054C	1461	1412	940	41.9032
YDL055C	1086	1037	17677	1072.96
YDL056W	2502	2453	1223	31.3822
YDL057W	987	938	401	26.9089
YDL058W	5373	5324	2829	33.4464
YDL059C	717	668	219	20.6358
YDL060W	2367	2318	585	15.8853
YDL061C	171	122	624	321.943
YDL063C	1863	1814	529	18.3558
YDL064W	474	425	308	45.6159
YDL065C	1029	980	856	54.9796
YDL066W	1287	1238	4150	211
YDL067C	180	131	220	105.707
YDL069C	690	641	184	18.0682
YDL070W	1917	1868	3207	108.063
YDL072C	612	563	2261	252.782
YDL073W	2955	2906	753	16.31
YDL074C	2103	2054	1621	49.6749
YDL075W	342	293	5064	1087.88
YDL076C	885	836	680	51.1985
YDL077C	3150	3101	1557	31.6039
YDL078C	1032	983	4571	292.693
YDL079C	1506	1457	4309	186.153
YDL080C	1830	1781	1046	36.9677
YDL081C	321	272	15970	3695.64
YDL082W	600	551	3266.31	373.13
YDL083C	432	383	4047.36	665.161
YDL084W	1341	1292	6568	319.981
YDL085C-A	207	158	122	48.6023
YDL085W	1638	1589	638	25.2727
YDL086W	822	773	1477	120.269
YDL087C	786	737	383	32.7104
YDL088C	1587	1538	1608	65.8088
YDL089W	1455	1406	825	36.9337
YDL090C	1296	1247	622	31.3963
YDL091C	1368	1319	1095	52.2545
