target_id	length	eff_length	est_counts	tpm
YBL076C	3219	3170	26941	545.669
YBL078C	354	305	51	10.7361
YBL079W	4509	4460	4157	59.8439
YBL080C	1626	1577	367	14.942
YBL081W	1107	1058	413.307	25.082
YBL082C	1377	1328	834	40.322
YBL084C	2277	2228	508.501	14.6538
YBL085W	2943	2894	2013	44.6601
YBL086C	1401	1352	498	23.6498
YBL087C	414	365	10636.2	1870.97
YBL088C	8364	8315	1813	13.9994
YBL089W	1380	1331	303	14.6164
YBL090W	534	485	373	49.3789
YBL091C	1266	1217	2548	134.426
YBL091C-A	528	479	195	26.1381
YBL092W	393	344	27812	5190.97
YBL093C	663	614	609	63.683
YBL095W	813	764	346	29.0775
YBL097W	2265	2216	331	9.59031
YBL098W	1383	1334	421	20.2629
YBL099W	1638	1589	8019	324.019
YBL100W-A	1317	1268	0	0
YBL100W-B	5313	5264	1312.9	16.0136
YBL100W-C	120	71	9	8.13877
YBL101C	3354	3305	1242	24.1282
YBL102W	648	599	720	77.1756
YBL103C	1461	1412	701	31.8756
YBL104C	3117	3068	1042	21.8066
YBL105C	3456	3407	1793	33.7896
YBL106C	3033	2984	800	17.2134
YBL107C	591	542	167	19.783
YBL108C-A	129	80	16.2345	13.0294
YBL111C	2004	1955	121.204	3.98057
YBL112C	318	269	0	0
YBL113C	2379	2330	295.119	8.13234
YBR001C	2343	2294	1144	32.019
YBR002C	861	812	469	37.0844
YBR003W	1422	1373	846	39.5617
YBR004C	1302	1253	578	29.6177
YBR005W	642	593	222	24.0366
YBR006W	1494	1445	374	16.618
YBR007C	2211	2162	1420	42.1704
YBR008C	1647	1598	9409	378.043
YBR009C	312	263	3170.08	773.907
YBR010W	411	362	2525.41	447.917
YBR011C	864	815	16953	1335.56
YBR012W-A	1323	1274	119.248	6.00974
YBR012W-B	5271	5222	5536.92	68.0778
YBR013C	390	341	107	20.1467
YBR014C	612	563	481	54.8544
YBR015C	1794	1745	2723	100.191
YBR016W	387	338	553	105.047
YBR017C	2757	2708	2929	69.4457
YBR018C	1101	1052	38	2.31922
YBR019C	2100	2051	212	6.63659
YBR020W	1587	1538	207	8.64149
YBR021W	1902	1853	385	13.3401
YBR022W	534	485	203	26.8738
YBR023C	3498	3449	2551	47.4889
YBR024W	906	857	207	15.5083
YBR025C	1185	1136	13230	747.749
YBR026C	1143	1094	991	58.1609
YBR028C	1578	1529	608	25.5312
YBR029C	1374	1325	1547	74.9634
YBR030W	1659	1610	602	24.0074
YBR031W	1089	1040	37004.8	2284.54
YBR033W	2760	2711	765	18.1178
YBR034C	1047	998	1378	88.653
YBR035C	687	638	1312	132.035
YBR036C	1233	1184	1733	93.977
YBR037C	888	839	402	30.7637
YBR038W	2892	2843	1403	31.6851
YBR039W	936	887	1935	140.066
YBR040W	897	848	11	0.832859
YBR041W	2010	1961	1255	41.0904
YBR042C	1194	1145	795	44.5796
YBR043C	2070	2021	1136	36.09
YBR044C	1719	1670	521	20.0307
YBR045C	1920	1871	709	24.3303
YBR046C	1005	956	622	41.7741
YBR047W	528	479	272	36.4593
YBR048W	471	422	12014.2	1827.92
YBR049C	2433	2384	4179	112.549
YBR050C	1017	968	179	11.8728
YBR052C	633	584	1050	115.439
YBR053C	1077	1028	585	36.5374
YBR054W	1035	986	1311.11	85.376
YBR055C	2700	2651	922	22.3304
YBR056W	1506	1457	966	42.5689
YBR056W-A	201	152	71	29.9909
YBR057C	1101	1052	682	41.6239
YBR058C	2346	2297	1760	49.1956
YBR058C-A	243	194	314	103.921
YBR059C	3327	3278	2531	49.5744
YBR060C	1863	1814	1298	45.9422
YBR061C	933	884	530	38.4945
YBR062C	543	494	263	34.1825
YBR063C	1215	1166	426	23.4577
YBR065C	1095	1046	413	25.3509
YBR066C	663	614	586	61.2779
YBR067C	633	584	5453	599.511
YBR068C	1830	1781	5274	190.13
YBR069C	1860	1811	4303	152.555
YBR070C	714	665	344	33.2133
YBR071W	636	587	512	56.0024
YBR072C-A	162	113	4	2.27277
YBR072W	645	596	1016	109.452
YBR073W	2877	2828	1745	39.6178
YBR074W	2931	2882	2093	46.6283
YBR076W	1065	1016	223	14.0924
YBR077C	489	440	221	32.2488
YBR078W	1290	1241	15117	782.111
YBR079C	2895	2846	9769	220.389
YBR080C	2277	2228	2617	75.4159
YBR081C	3999	3950	1416	23.0166
YBR082C	447	398	3801	613.182
YBR083W	1461	1412	686	31.1935
YBR084C-A	570	521	16200.3	1996.45
YBR084W	2928	2879	8580	191.346
YBR085C-A	258	209	499	153.295
YBR085W	924	875	123	9.02551
YBR086C	2841	2792	5243	120.57
YBR087W	1065	1016	703	44.4259
YBR088C	777	728	1526	134.585
YBR089C-A	300	251	604.692	154.68
YBR090C	369	320	38.3078	7.68621
YBR091C	330	281	129	29.4753
YBR092C	1404	1355	2798.22	132.592
YBR093C	1404	1355	472.547	22.3914
YBR094W	2262	2213	1091	31.6532
YBR095C	1293	1244	526	27.1481
YBR096W	693	644	995	99.2
YBR097W	4365	4316	888	13.2101
YBR098W	2076	2027	2063	65.3462
YBR101C	873	824	6217	484.427
YBR102C	2262	2213	1145	33.2199
YBR103W	1608	1559	527	21.704
YBR104W	990	941	666	45.4422
YBR105C	1089	1040	993	61.3042
YBR106W	567	518	6076	753.117
YBR107C	738	689	223	20.7807
YBR108W	2844	2795	775	17.8031
YBR109C	444	395	1669	271.29
YBR110W	1350	1301	807	39.8264
YBR111C	696	647	907	90.0073
YBR111W-A	291	242	151	40.0623
YBR112C	2901	2852	2512.28	56.558
YBR114W	2373	2324	806	22.2676
YBR115C	4179	4130	5884	91.4739
YBR117C	2046	1997	496	15.947
YBR118W	1377	1328	286713	13861.9
YBR119W	897	848	263	19.9129
YBR120C	489	440	170	24.8068
YBR121C	2004	1955	14914	489.804
YBR122C	534	485	562	74.3994
YBR123C	1950	1901	611	20.6364
YBR125C	1182	1133	803	45.5051
YBR126C	1488	1439	4502	200.872
YBR126W-A	207	158	392	159.296
YBR127C	1554	1505	14108	601.871
YBR128C	1035	986	133	8.66063
YBR129C	987	938	528	36.1415
YBR130C	1278	1229	1499	78.3113
YBR131W	2115	2066	391	12.1513
YBR132C	1791	1742	680	25.0631
YBR133C	2484	2435	1489	39.2618
YBR135W	453	404	465	73.9003
YBR136W	7107	7058	1921	17.4751
YBR137W	540	491	398	52.0447
YBR138C	1575	1526	274	11.5284
YBR139W	1527	1478	1097	47.6548
YBR140C	9279	9230	5217	36.2906
YBR141C	1014	965	234	15.5691
YBR142W	2322	2273	2100	59.3191
YBR143C	1314	1265	6691	339.606
YBR145W	1056	1007	509	32.4536
YBR146W	837	788	762	62.0874
YBR147W	891	842	122	9.30299
YBR148W	1830	1781	148	5.33547
YBR149W	1035	986	1832	119.295
YBR150C	3285	3236	1144.36	22.7054
YBR151W	951	902	1073	76.3779
YBR152W	876	827	177	13.7418
YBR153W	735	686	243	22.7435
YBR154C	648	599	1904	204.087
YBR155W	1158	1109	1035	59.9216
YBR156C	2097	2048	523	16.3963
YBR157C	768	719	370	33.0406
YBR158W	1650	1601	2359	94.6044
YBR159W	1044	995	1711	110.408
YBR160W	897	848	592	44.823
YBR161W	1131	1082	451	26.7623
YBR162C	1368	1319	8311	404.56
YBR162W-A	198	149	324	139.615
YBR163W	1758	1709	887	33.3239
YBR164C	552	503	822	104.925
YBR165W	834	785	243	19.8752
YBR166C	1359	1310	684	33.5243
YBR167C	423	374	170	29.1845
YBR168W	1242	1193	259	13.9391
YBR169C	2082	2033	4211	132.991
YBR170C	1743	1694	1067	40.4413
YBR171W	621	572	806	90.4719
YBR172C	2223	2174	1115	32.9299
YBR173C	447	398	693	111.796
YBR175W	948	899	365	26.068
YBR176W	939	890	553	39.8942
YBR177C	1356	1307	2440	119.864
YBR179C	2568	2519	1346	34.3077
YBR180W	1719	1670	115	4.42136
YBR181C	711	662	24379.5	2364.51
YBR182C	1359	1310	214	10.4886
YBR182C-A	195	146	4	1.75906
YBR183W	951	902	177	12.5992
YBR184W	1572	1523	79	3.33044
YBR185C	837	788	333	27.1327
YBR186W	1695	1646	142	5.53902
YBR187W	843	794	2145	173.453
YBR188C	423	374	95	16.309
YBR189W	588	539	28598.8	3406.7
YBR191W	483	434	16722.8	2473.96
YBR192W	1134	1085	306	18.1078
YBR193C	672	623	254	26.177
YBR194W	372	323	104	20.6731
YBR195C	1269	1220	361	18.9986
YBR196C	1665	1616	37804	1502
YBR196C-A	150	101	33	20.9781
YBR196C-B	105	56	17	19.4911
YBR197C	654	605	304	32.2621
YBR198C	2397	2348	1666	45.5566
YBR199W	1395	1346	2111	100.697
YBR200W	1656	1607	869	34.7199
YBR200W-A	165	116	0	0
YBR201C-A	204	155	37	15.3266
YBR201W	636	587	163	17.8289
YBR202W	2538	2489	1545	39.8546
YBR203W	2775	2726	298	7.01883
YBR204C	1128	1079	292	17.3754
YBR205W	1215	1166	1870	102.972
YBR207W	1398	1349	1555	74.0105
YBR208C	5508	5459	1618	19.0301
YBR210W	429	380	255	43.0855
YBR211C	975	926	337	23.3665
YBR212W	2019	1970	1569	51.1365
YBR213W	825	776	227	18.7819
YBR214W	1584	1535	1024	42.8318
YBR215W	1878	1829	581	20.3956
YBR216C	2025	1976	713	23.1674
YBR217W	561	512	100	12.5402
YBR218C	3543	3494	8286.97	152.282
YBR219C	384	335	22.8778	4.38475
YBR220C	1683	1634	762.122	29.9466
YBR221C	1101	1052	7497	457.558
YBR221W-A	105	56	0	0
YBR222C	1632	1583	1401	56.824
YBR223C	1635	1586	311	12.5902
YBR225W	2703	2654	682	16.499
YBR227C	1563	1514	838	35.538
YBR228W	915	866	260	19.2766
YBR229C	2865	2816	2135	48.6788
YBR230C	405	356	398	71.7807
YBR230W-A	201	152	61	25.7668
YBR231C	912	863	209	15.5493
YBR233W	1242	1193	365	19.6439
YBR233W-A	285	236	86	23.397
YBR234C	1155	1106	1972	114.479
YBR235W	3363	3314	1278	24.7601
YBR236C	1311	1262	837	42.5834
YBR237W	2550	2501	542	13.9143
YBR238C	2196	2147	1621	48.4759
YBR239C	1590	1541	388	16.166
YBR240C	1353	1304	43	2.11722
YBR241C	1467	1418	286	12.9498
YBR242W	717	668	619	59.4961
YBR243C	1347	1298	1602	79.2433
YBR244W	489	440	2799	408.437
YBR245C	3390	3341	2546	48.9279
YBR246W	1164	1115	627	36.105
YBR247C	1452	1403	1265	57.8905
YBR248C	1659	1610	2050	81.7528
YBR249C	1113	1064	5733	345.951
YBR250W	1572	1523	166	6.99814
YBR251W	924	875	481	35.2949
YBR252W	444	395	720	117.033
YBR253W	366	317	180	36.4576
YBR254C	528	479	303	40.6146
YBR255C-A	363	314	140	28.6268
YBR255W	2085	2036	731	23.0523
YBR256C	717	668	1261	121.203
YBR257W	840	791	266	21.5913
YBR258C	429	380	67	11.3205
YBR259W	2067	2018	393	12.5039
YBR260C	2001	1952	854	28.0901
YBR261C	699	650	914	90.2833
YBR262C	321	272	213	50.2788
YBR263W	1473	1424	6043	272.469
YBR264C	600	551	266	30.9959
YBR265W	963	914	824	57.8836
YBR267W	1182	1133	590	33.4346
YBR268W	318	269	172	41.0536
YBR269C	417	368	410	71.5337
YBR270C	1638	1589	157	6.34381
YBR271W	1260	1211	471	24.9719
YBR272C	1443	1394	371	17.0878
YBR273C	1311	1262	833	42.3799
YBR274W	1584	1535	473	19.7846
YBR275C	5751	5702	1767	19.8968
YBR276C	2424	2375	1799	48.6342
YBR278W	606	557	245	28.2414
YBR279W	1338	1289	1252	62.3629
YBR280C	1914	1865	525	18.074
YBR281C	2637	2588	1511	37.4865
YBR282W	441	392	312	51.1026
YBR283C	1473	1424	5485	247.31
YBR284W	2394	2345	287	7.85803
YBR285W	435	386	41	6.81979
YBR286W	1614	1565	11944	490.016
YBR287W	1284	1235	1726	89.7322
YBR288C	1452	1403	1072	49.0582
YBR289W	2718	2669	893.535	21.495
YBR290W	966	917	532	37.2492
YBR291C	900	851	224	16.9002
YBR293W	1425	1376	416	19.4111
YBR294W	2580	2531	437	11.0857
YBR295W	3651	3602	792	14.1174
YBR296C	1725	1676	637	24.4028
YBR296C-A	120	71	10	9.04308
YBR297W	1407	1358	370.707	17.5269
YBR298C	1845	1796	321	11.4755
YBR298C-A	222	173	5	1.85566
YBR299W	1755	1706	157.472	5.9265
YBR301W	363	314	22.7287	4.6475
YBR302C	1140	1091	603.902	35.5399
YCL001W	567	518	803	99.5315
YCL001W-A	462	413	36	5.59664
YCL001W-B	255	206	13	4.05183
YCL002C	792	743	470	40.6147
YCL004W	1566	1517	299	12.6549
YCL005W	771	722	270	24.0105
YCL005W-A	222	173	476	176.659
YCL008C	1158	1109	519	30.0476
YCL009C	930	881	4984	363.226
YCL010C	780	731	706	62.01
YCL011C	1284	1235	2464	128.1
YCL012C	405	356	129	23.2656
YCL014W	4911	4862	2129	28.1148
YCL016C	1143	1094	279	16.3743
YCL017C	1494	1445	2284	101.485
YCL018W	1095	1046	0	0
YCL019W	5313	5264	7225.98	88.1365
YCL020W	1317	1268	0.000196951	9.97271e-06
YCL021W-A	378	329	442	86.2583
YCL024W	3114	3065	605	12.6736
YCL025C	1902	1853	1360.64	47.1458
YCL026C-A	582	533	2875	346.326
YCL026C-B	582	533	6238	751.437
YCL027W	1539	1490	3407	146.812
YCL028W	1218	1169	2209	121.327
YCL029C	1323	1274	716	36.0843
YCL030C	2400	2351	7268	198.489
YCL031C	894	845	1368	103.945
YCL032W	1041	992	324	20.9705
YCL033C	507	458	377	52.8507
YCL034W	1065	1016	1042	65.8489
YCL035C	333	284	607	137.229
YCL036W	1701	1652	359	13.9527
YCL037C	1305	1256	5086	259.993
YCL038C	1587	1538	456	19.0363
YCL039W	2238	2189	656	19.2412
YCL040W	1503	1454	4168.38	184.068
YCL042W	360	311	24.618	5.08238
YCL043C	1569	1520	15268	644.931
YCL044C	1254	1205	538	28.6662
YCL045C	2283	2234	4528	130.136
YCL047C	777	728	255	22.4897
YCL048W	1392	1343	37	1.76889
YCL048W-A	240	191	2	0.672313
YCL049C	939	890	430	31.0208
YCL050C	966	917	4774	334.263
YCL051W	1752	1703	746	28.1254
YCL052C	1251	1202	853	45.5637
YCL054W	2526	2477	2067	53.5783
YCL054W-A	87	38	5	8.44814
YCL055W	1008	959	321	21.4912
YCL056C	435	386	261	43.4138
YCL057C-A	294	245	409	107.184
YCL057W	2139	2090	3243	99.6266
YCL058C	459	410	239	37.4273
YCL058W-A	342	293	0	0
YCL059C	951	902	1702	121.151
YCL061C	3291	3242	939	18.5963
YCL063W	1272	1223	638	33.4941
YCL064C	1083	1034	5268	327.115
YCL066W	528	479	4.51826	0.605635
YCL067C	633	584	28.8791	3.17501
YCL068C	783	734	0	0
YCL069W	1377	1328	4.7323	0.228796
YCL073C	1848	1799	2.25	0.0803019
YCR002C	969	920	1383	96.5181
YCR003W	552	503	261	33.3156
YCR004C	744	695	2473	228.462
YCR005C	1383	1334	2118	101.94
YCR007C	720	671	113	10.8126
YCR008W	1812	1763	2070	75.3863
YCR009C	798	749	1575	135.012
YCR010C	852	803	63	5.03732
YCR011C	3150	3101	2886	59.7543
YCR012W	1251	1202	115534	6171.35
YCR014C	1749	1700	358	13.521
YCR015C	954	905	282	20.0067
YCR016W	873	824	812	63.2708
YCR017C	2862	2813	4239	96.7539
YCR018C	666	617	544	56.6094
YCR019W	1092	1043	416	25.6085
YCR020C	648	599	181	19.4011
YCR020C-A	267	218	101	29.7467
YCR020W-B	237	188	41	14.0023
YCR021C	999	950	6266	423.488
YCR023C	1836	1787	1203	43.2231
YCR024C	1479	1430	354	15.8943
YCR024C-A	123	74	1104.27	958.114
YCR024C-B	267	218	4442	1308.27
YCR026C	2229	2180	951	28.0091
YCR027C	630	581	145	16.0238
YCR028C	1539	1490	652	28.0954
YCR028C-A	408	359	924	165.254
YCR030C	2613	2564	1268	31.7523
YCR031C	414	365	18083.9	3181.08
YCR032W	6504	6455	1646	16.3722
YCR033W	3681	3632	2571	45.4497
YCR034W	1044	995	2460	158.74
YCR035C	1185	1136	1036	58.5539
YCR036W	1002	953	768	51.742
YCR037C	2772	2723	1276	30.0869
YCR038C	1929	1880	330	11.2702
YCR039C	633	584	28.8791	3.17501
YCR040W	528	479	4.51826	0.605635
YCR041W	333	284	141.311	31.9471
YCR042C	4224	4175	1655.65	25.4617
YCR043C	384	335	331	63.4392
YCR044C	1074	1025	788	49.3602
YCR045C	1476	1427	300	13.4981
YCR046C	510	461	529	73.6766
YCR047C	828	779	581	47.8865
YCR048W	1833	1784	2031.04	73.0968
YCR050C	309	260	124.96	30.8584
YCR051W	669	620	1089	112.774
YCR052W	1452	1403	1417	64.8465
YCR053W	1545	1496	8756	375.793
YCR054C	1692	1643	539	21.0633
YCR057C	2772	2723	3264	76.9621
YCR059C	777	728	643	56.7093
YCR060W	336	287	206	46.085
YCR061W	1896	1847	786	27.3231
YCR063W	474	425	77	11.6326
YCR065W	1695	1646	700	27.305
YCR066W	1464	1415	207	9.39266
YCR067C	3198	3149	2219.44	45.2529
YCR068W	1563	1514	705	29.8977
YCR069W	957	908	1226	86.692
YCR071C	441	392	287	47.0079
YCR072C	1548	1499	687	29.4259
YCR073C	3996	3947	812	13.2088
YCR073W-A	948	899	848	60.5635
YCR075C	783	734	201	17.5823
YCR075W-A	228	179	84	30.1301
YCR076C	753	704	245	22.3444
YCR077C	2391	2342	3883	106.452
YCR079W	1329	1280	370	18.5595
YCR081W	4284	4235	1099	16.6617
YCR082W	387	338	684	129.931
YCR083W	384	335	289	55.3895
YCR084C	2142	2093	4682	143.627
YCR086W	573	524	133	16.2965
YCR087C-A	462	413	612	95.1428
YCR088W	1779	1730	4888	181.409
YCR089W	4830	4781	747	10.0317
YCR090C	549	500	494	63.4354
YCR091W	2163	2114	232	7.04624
YCR092C	3057	3008	856	18.2713
YCR093W	6327	6278	8427	86.1839
YCR094W	1176	1127	682	38.8539
YCR095C	1089	1040	401	24.7563
YCR095W-A	159	110	5	2.91845
YCR096C	360	311	320.242	66.1138
YCR097W	381	332	264	51.0553
YCR098C	1557	1508	49	2.08626
YCR099C	468	419	101	15.4768
YCR100C	951	902	208	14.8058
YCR101C	549	500	105	13.4832
YCR102C	1107	1058	3837.64	232.891
YCR104W	375	326	81.9498	16.14
YCR105W	1086	1037	185	11.4543
YCR106W	2499	2450	1243	32.5746
YCR107W	1092	1043	889.247	54.741
YCR108C	192	143	5	2.24496
YDL001W	1293	1244	303	15.6386
YDL002C	612	563	461	52.5735
YDL003W	1701	1652	700	27.2059
YDL004W	483	434	1051	155.485
YDL005C	1296	1247	717	36.9171
YDL006W	846	797	478	38.5074
YDL007C-A	258	209	1	0.307205
YDL007W	1314	1265	2782	141.202
YDL008W	498	449	278	39.7533
YDL009C	324	275	209.981	49.0256
YDL010W	696	647	360.019	35.7269
YDL012C	324	275	294	68.6419
YDL013W	1860	1811	577	20.4565
YDL014W	984	935	7039	483.364
YDL015C	933	884	2505	181.941
YDL017W	1524	1475	300	13.0588
YDL018C	678	629	389	39.7076
YDL019C	3852	3803	3047	51.4423
YDL020C	1596	1547	8102	336.261
YDL021W	936	887	129	9.33772
YDL022C-A	249	200	18	5.77853
YDL022W	1176	1127	4481	255.285
YDL024C	1407	1358	130	6.14636
YDL025C	1863	1814	3482	123.244
YDL027C	1263	1214	401	21.208
YDL028C	2295	2246	735	21.0113
YDL029W	1176	1127	3638	207.259
YDL030W	1593	1544	342	14.2218
YDL031W	2988	2939	2660	58.1108
YDL033C	1254	1205	341	18.1695
YDL035C	2886	2837	1578	35.7127
YDL036C	1389	1340	534	25.5865
YDL037C	987	938	1230	84.1932
YDL039C	2097	2048	2201	69.0025
YDL040C	2565	2516	3954	100.902
YDL042C	1689	1640	490	19.1835
YDL043C	801	752	302	25.7848
YDL044C	1323	1274	389	19.6045
YDL045C	921	872	382	28.1269
YDL045W-A	288	239	201	53.9974
YDL046W	522	473	864	117.281
YDL047W	936	887	911	65.9431
YDL048C	1473	1424	164	7.39449
YDL049C	807	758	150	12.7056
YDL051W	828	779	2612	215.283
YDL052C	912	863	1368	101.777
YDL053C	558	509	676	85.2714
YDL054C	1461	1412	438	19.9165
YDL055C	1086	1037	24423	1512.15
YDL056W	2502	2453	899	23.5308
YDL057W	987	938	161	11.0204
YDL058W	5373	5324	4135	49.8669
YDL059C	717	668	267	25.6631
YDL060W	2367	2318	2181	60.4111
YDL061C	171	122	1319	694.16
YDL063C	1863	1814	1746	61.799
YDL064W	474	425	754	113.909
YDL065C	1029	980	652	42.7165
YDL066W	1287	1238	4927	255.527
YDL067C	180	131	169	82.8304
YDL069C	690	641	117	11.7193
YDL070W	1917	1868	1819	62.5217
YDL072C	612	563	974	111.077
YDL073W	2955	2906	1399	30.9098
YDL074C	2103	2054	2224	69.5199
YDL075W	342	293	16943	3712.76
YDL076C	885	836	358	27.4949
YDL077C	3150	3101	1026	21.2432
YDL078C	1032	983	1959	127.954
YDL079C	1506	1457	246	10.8405
YDL080C	1830	1781	550	19.8277
YDL081C	321	272	15458	3648.88
YDL082W	600	551	9481.96	1104.9
YDL083C	432	383	11792.6	1976.9
YDL084W	1341	1292	12128	602.7
YDL085C-A	207	158	196	79.6478
YDL085W	1638	1589	172	6.94991
YDL086W	822	773	751	62.3785
YDL087C	786	737	147	12.8063
YDL088C	1587	1538	728	30.3913
YDL089W	1455	1406	467	21.3258
YDL090C	1296	1247	454	23.3757
YDL091C	1368	1319	350	17.0372
YDL092W	441	392	481	78.7832
