target_id	length	eff_length	est_counts	tpm
YBR092C	1404	1355	1100.06	39.5793
YBR093C	1404	1355	810.606	29.165
YBR094W	2262	2213	1448	31.8991
YBR095C	1293	1244	1084	42.4816
YBR096W	693	644	1483	112.266
YBR097W	4365	4316	2037	23.0092
YBR098W	2076	2027	956	22.993
YBR101C	873	824	9286	549.406
YBR102C	2262	2213	1488	32.7803
YBR103W	1608	1559	984	30.7709
YBR104W	990	941	118	6.11342
YBR105C	1089	1040	2817	132.052
YBR106W	567	518	2302	216.654
YBR107C	738	689	632	44.7187
YBR108W	2844	2795	3300	57.5604
YBR109C	444	395	1792	221.173
YBR110W	1350	1301	1446	54.1854
YBR111C	696	647	2177	164.038
YBR111W-A	291	242	188	37.8734
YBR112C	2901	2852	7189.76	122.901
YBR114W	2373	2324	1503	31.5293
YBR115C	4179	4130	3950	46.6271
YBR117C	2046	1997	1380	33.6894
YBR118W	1377	1328	341499	12536.7
YBR119W	897	848	948	54.501
YBR120C	489	440	443	49.0843
YBR121C	2004	1955	8290	206.728
YBR122C	534	485	1030	103.535
YBR123C	1950	1901	1493	38.2886
YBR125C	1182	1133	1111	47.8053
YBR126C	1488	1439	34669	1174.55
YBR126W-A	207	158	1379	425.499
YBR127C	1554	1505	14765	478.287
YBR128C	1035	986	453	22.3982
YBR129C	987	938	1138	59.1468
YBR130C	1278	1229	1251	49.6246
YBR131W	2115	2066	434	10.2412
YBR132C	1791	1742	10275	287.558
YBR133C	2484	2435	1899	38.0205
YBR135W	453	404	353	42.5976
YBR136W	7107	7058	2582	17.8347
YBR137W	540	491	1240	123.121
YBR138C	1575	1526	873	27.8902
YBR139W	1527	1478	12095	398.954
YBR140C	9279	9230	10430	55.0902
YBR141C	1014	965	261	13.1857
YBR142W	2322	2273	954	20.4616
YBR143C	1314	1265	3758	144.83
YBR145W	1056	1007	2465	119.338
YBR146W	837	788	1403	86.8007
YBR147W	891	842	685	39.6616
YBR148W	1830	1781	163	4.46185
YBR149W	1035	986	8788	434.515
YBR150C	3285	3236	2903.98	43.7499
YBR151W	951	902	2772	149.823
YBR152W	876	827	328	19.3357
YBR153W	735	686	399	28.3557
YBR154C	648	599	781	63.5647
YBR155W	1158	1109	166	7.2974
YBR156C	2097	2048	564	13.4258
YBR157C	768	719	618	41.9036
YBR158W	1650	1601	2522	76.7972
YBR159W	1044	995	2517	123.325
YBR160W	897	848	1253	72.0355
YBR161W	1131	1082	1216	54.7896
YBR162C	1368	1319	8838	326.664
YBR162W-A	198	149	181	59.2221
YBR163W	1758	1709	821	23.4203
YBR164C	552	503	907	87.9085
YBR165W	834	785	826	51.2982
YBR166C	1359	1310	631	23.4828
YBR167C	423	374	309	40.279
YBR168W	1242	1193	1056	43.1534
YBR169C	2082	2033	13280	318.458
YBR170C	1743	1694	2300	66.1921
YBR171W	621	572	859	73.2131
YBR172C	2223	2174	1673	37.517
YBR173C	447	398	947	116
YBR175W	948	899	597	32.3747
YBR176W	939	890	534	29.2511
YBR177C	1356	1307	7533	280.986
YBR179C	2568	2519	2373	45.9263
YBR180W	1719	1670	143	4.17456
YBR181C	711	662	13317.9	980.777
YBR182C	1359	1310	163	6.06608
YBR182C-A	195	146	21	7.01226
YBR183W	951	902	1926	104.098
YBR184W	1572	1523	83	2.65687
YBR185C	837	788	882	54.5675
YBR186W	1695	1646	90	2.66566
YBR187W	843	794	2109	129.493
YBR188C	423	374	161	20.9868
YBR189W	588	539	10864.5	982.683
YBR191W	483	434	7677.63	862.44
YBR192W	1134	1085	522	23.4548
YBR193C	672	623	872	68.237
YBR194W	372	323	239	36.0734
YBR195C	1269	1220	470	18.7815
YBR196C	1665	1616	40299	1215.75
YBR196C-A	150	101	17	8.20577
YBR196C-B	105	56	13	11.3174
YBR197C	654	605	465	37.4705
YBR198C	2397	2348	2576	53.4859
YBR199W	1395	1346	5493	198.956
YBR200W	1656	1607	1941	58.8845
YBR200W-A	165	116	4	1.6811
YBR201C-A	204	155	67	21.0734
YBR201W	636	587	570	47.34
YBR202W	2538	2489	2487	48.7127
YBR203W	2775	2726	5410	96.7527
YBR204C	1128	1079	1398	63.1651
YBR205W	1215	1166	2147	89.7687
YBR207W	1398	1349	3163	114.309
YBR208C	5508	5459	3247	28.9975
YBR210W	429	380	238	30.5341
YBR211C	975	926	925	48.6993
YBR212W	2019	1970	8614	213.172
YBR213W	825	776	156	9.80064
YBR214W	1584	1535	14064	446.675
YBR215W	1878	1829	925	24.6558
YBR216C	2025	1976	2211	54.5498
YBR217W	561	512	238	22.662
YBR218C	3543	3494	14490.7	202.189
YBR219C	384	335	26.8853	3.91256
YBR220C	1683	1634	1524.11	45.4734
YBR221C	1101	1052	9857	456.794
YBR221W-A	105	56	6	5.22342
YBR222C	1632	1583	2961	91.1904
YBR223C	1635	1586	1281	39.3765
YBR225W	2703	2654	2765	50.7909
YBR227C	1563	1514	872	28.079
YBR228W	915	866	503	28.3166
YBR229C	2865	2816	3953	68.4362
YBR230C	405	356	3497	478.892
YBR230W-A	201	152	207	66.3924
YBR231C	912	863	274	15.4786
YBR233W	1242	1193	501	20.4733
YBR233W-A	285	236	41	8.46961
YBR234C	1155	1106	5071	223.527
YBR235W	3363	3314	2309	33.9675
YBR236C	1311	1262	1633	63.0839
YBR237W	2550	2501	1376	26.8223
YBR238C	2196	2147	947	21.5035
YBR239C	1590	1541	459	14.5212
YBR240C	1353	1304	132	4.93501
YBR241C	1467	1418	3211	110.397
YBR242W	717	668	276	20.143
YBR243C	1347	1298	1395	52.3952
YBR244W	489	440	1599	177.169
YBR245C	3390	3341	3322	48.4747
YBR246W	1164	1115	1051	45.9536
YBR247C	1452	1403	203	7.05391
YBR248C	1659	1610	1005	30.4321
YBR249C	1113	1064	6403	293.382
YBR250W	1572	1523	70	2.24073
YBR251W	924	875	1090	60.7309
YBR252W	444	395	265	32.707
YBR253W	366	317	279	42.9078
YBR254C	528	479	177	18.0148
YBR255C-A	363	314	170	26.3943
YBR255W	2085	2036	1257	30.0988
YBR256C	717	668	2507	182.966
YBR257W	840	791	295	18.1818
YBR258C	429	380	80	10.2636
YBR259W	2067	2018	785	18.9644
YBR260C	2001	1952	1604	40.0605
YBR261C	699	650	570	42.7517
YBR262C	321	272	282	50.5443
YBR263W	1473	1424	5366	183.71
YBR264C	600	551	540	47.7786
YBR265W	963	914	1377	73.4479
YBR267W	1182	1133	142	6.11012
YBR268W	318	269	218	39.509
YBR269C	417	368	1523	201.764
YBR270C	1638	1589	470	14.42
YBR271W	1260	1211	192	7.72945
YBR272C	1443	1394	1340	46.8634
YBR273C	1311	1262	2472	95.495
YBR274W	1584	1535	1026	32.586
YBR275C	5751	5702	1527	13.0558
YBR276C	2424	2375	2595	53.2679
YBR278W	606	557	440	38.5114
YBR279W	1338	1289	2809	106.241
YBR280C	1914	1865	3549	92.7724
YBR281C	2637	2588	1490	28.0681
YBR282W	441	392	590	73.3766
YBR283C	1473	1424	5937	203.258
YBR284W	2394	2345	712	14.8023
YBR285W	435	386	643	81.2111
YBR286W	1614	1565	30828	960.335
YBR287W	1284	1235	8117	320.42
YBR288C	1452	1403	1014	35.2348
YBR289W	2718	2669	1822	33.2806
YBR290W	966	917	1640	87.1899
YBR291C	900	851	315	18.0457
YBR293W	1425	1376	985	34.8987
YBR294W	2580	2531	1030	19.8398
YBR295W	3651	3602	2825	38.2355
YBR296C	1725	1676	6968	202.687
YBR296C-A	120	71	30	20.5994
YBR297W	1407	1358	3190.03	114.521
YBR298C	1845	1796	4489	121.853
YBR298C-A	222	173	2	0.563606
YBR299W	1755	1706	1227.7	35.0835
YBR301W	363	314	23.6489	3.67175
YBR302C	1140	1091	2669.51	119.289
YCL001W	567	518	866	81.5042
YCL001W-A	462	413	58	6.84651
YCL001W-B	255	206	61	14.4362
YCL002C	792	743	633	41.5343
YCL004W	1566	1517	831	26.7059
YCL005W	771	722	599	40.4465
YCL005W-A	222	173	365	102.858
YCL008C	1158	1109	1364	59.9618
YCL009C	930	881	4173	230.921
YCL010C	780	731	2381	158.794
YCL011C	1284	1235	3525	139.15
YCL012C	405	356	97	13.2835
YCL014W	4911	4862	1607	16.1136
YCL016C	1143	1094	604	26.916
YCL017C	1494	1445	3048	102.834
YCL018W	1095	1046	0	0
YCL019W	5313	5264	11421.1	105.775
YCL020W	1317	1268	0	0
YCL021W-A	378	329	570	84.4638
YCL024W	3114	3065	761	12.1045
YCL025C	1902	1853	7752.39	203.963
YCL026C-A	582	533	398	36.4039
YCL026C-B	582	533	5827	532.978
YCL027W	1539	1490	1071	35.0425
YCL028W	1218	1169	2642	110.182
YCL029C	1323	1274	615	23.5341
YCL030C	2400	2351	8475	175.743
YCL031C	894	845	1454	83.8879
YCL032W	1041	992	971	47.7199
YCL033C	507	458	704	74.9374
YCL034W	1065	1016	2903	139.298
YCL035C	333	284	1677	287.877
YCL036W	1701	1652	416	12.2765
YCL037C	1305	1256	1249	48.4802
YCL038C	1587	1538	946	29.9865
YCL039W	2238	2189	1980	44.0972
YCL040W	1503	1454	101053	3388.26
YCL042W	360	311	121.975	19.1207
YCL043C	1569	1520	35319	1132.81
YCL044C	1254	1205	1244	50.3298
YCL045C	2283	2234	5443	118.781
YCL047C	777	728	578	38.7069
YCL048W	1392	1343	34	1.23423
YCL048W-A	240	191	14	3.57344
YCL049C	939	890	1022	55.9825
YCL050C	966	917	5219	277.466
YCL051W	1752	1703	2295	65.6991
YCL052C	1251	1202	2897	117.499
YCL054W	2526	2477	316	6.21946
YCL054W-A	87	38	3	3.84883
YCL055W	1008	959	447	22.7238
YCL056C	435	386	329	41.5528
YCL057C-A	294	245	609	121.183
YCL057W	2139	2090	5388	125.682
YCL058C	459	410	238	28.2999
YCL058W-A	342	293	0	0
YCL059C	951	902	885	47.8331
YCL061C	3291	3242	1182	17.7744
YCL063W	1272	1223	776	30.9333
YCL064C	1083	1034	5821	274.453
YCL066W	528	479	1.5	0.152668
YCL067C	633	584	111.238	9.28608
YCL068C	783	734	0	0
YCL069W	1377	1328	13.0875	0.480451
YCL073C	1848	1799	17.6	0.47695
YCR002C	969	920	1740	92.2047
YCR003W	552	503	447	43.3243
YCR004C	744	695	11551	810.264
YCR005C	1383	1334	5511	201.403
YCR007C	720	671	217	15.7663
YCR008W	1812	1763	4100	113.377
YCR009C	798	749	3657	238.032
YCR010C	852	803	7462	453.035
YCR011C	3150	3101	9350	146.995
YCR012W	1251	1202	191341	7760.6
YCR014C	1749	1700	540	15.4859
YCR015C	954	905	486	26.1806
YCR016W	873	824	313	18.5186
YCR017C	2862	2813	6349	110.034
YCR018C	666	617	869	68.6635
YCR019W	1092	1043	854	39.9177
YCR020C	648	599	90	7.32499
YCR020C-A	267	218	61	13.6416
YCR020W-B	237	188	32	8.2982
YCR021C	999	950	8921	457.806
YCR023C	1836	1787	2147	58.5732
YCR024C	1479	1430	643	21.9213
YCR024C-A	123	74	760.111	500.769
YCR024C-B	267	218	3745	837.504
YCR026C	2229	2180	2377	53.1575
YCR027C	630	581	443	37.1723
YCR028C	1539	1490	1287	42.1099
YCR028C-A	408	359	855	116.108
YCR030C	2613	2564	6574	124.998
YCR031C	414	365	11615.8	1551.49
YCR032W	6504	6455	2270	17.1444
YCR033W	3681	3632	5765	77.3829
YCR034W	1044	995	1115	54.6315
YCR035C	1185	1136	1042	44.7179
YCR036W	1002	953	2212	113.158
YCR037C	2772	2723	2862	51.2405
YCR038C	1929	1880	906	23.4943
YCR039C	633	584	111.238	9.28608
YCR040W	528	479	1.5	0.152668
YCR041W	333	284	200.581	34.4321
YCR042C	4224	4175	2539.42	29.6531
YCR043C	384	335	173	25.1764
YCR044C	1074	1025	1345	63.972
YCR045C	1476	1427	846	28.9027
YCR046C	510	461	667	70.5369
YCR047C	828	779	293	18.3367
YCR048W	1833	1784	2407.59	65.793
YCR050C	309	260	138.409	25.9527
YCR051W	669	620	987	77.6099
YCR052W	1452	1403	1907	66.2651
YCR053W	1545	1496	5355	174.51
YCR054C	1692	1643	351	10.415
YCR057C	2772	2723	1705	30.5259
YCR059C	777	728	559	37.4345
YCR060W	336	287	173	29.387
YCR061W	1896	1847	5022	132.557
YCR063W	474	425	104	11.9299
YCR065W	1695	1646	1858	55.031
YCR066W	1464	1415	469	16.1588
YCR067C	3198	3149	5026.13	77.8131
YCR068W	1563	1514	2137	68.813
YCR069W	957	908	2854	153.236
YCR071C	441	392	327	40.668
YCR072C	1548	1499	199	6.47207
YCR073C	3996	3947	1127	13.9203
YCR073W-A	948	899	2908	157.698
YCR075C	783	734	681	45.2317
YCR075W-A	228	179	87	23.6951
YCR076C	753	704	649	44.9432
YCR077C	2391	2342	7261	151.148
YCR079W	1329	1280	1667	63.4917
YCR081W	4284	4235	1926	22.1715
YCR082W	387	338	744	107.312
YCR083W	384	335	256	37.2552
YCR084C	2142	2093	6492	151.217
YCR086W	573	524	200	18.6076
YCR087C-A	462	413	175	20.6576
YCR088W	1779	1730	8970	252.777
YCR089W	4830	4781	2204	22.4742
YCR090C	549	500	506	49.3369
YCR091W	2163	2114	4550	104.93
YCR092C	3057	3008	987	15.9967
YCR093W	6327	6278	11552	89.7072
YCR094W	1176	1127	874	37.8076
YCR095C	1089	1040	545	25.5479
YCR095W-A	159	110	28	12.4096
YCR096C	360	311	964.524	151.197
YCR097W	381	332	510	74.89
YCR098C	1557	1508	209	6.75673
YCR099C	468	419	425	49.45
YCR100C	951	902	736	39.7798
YCR101C	549	500	373	36.3689
YCR102C	1107	1058	1507.74	69.4757
YCR104W	375	326	125.955	18.836
YCR105W	1086	1037	428	20.1213
YCR106W	2499	2450	1202	23.9183
YCR107W	1092	1043	815.1	38.0994
YCR108C	192	143	59	20.1144
YDL001W	1293	1244	542	21.2408
YDL002C	612	563	934	80.8779
YDL003W	1701	1652	658	19.4181
YDL004W	483	434	2383	267.686
YDL005C	1296	1247	1609	62.9044
YDL006W	846	797	911	55.7252
YDL007C-A	258	209	0	0
YDL007W	1314	1265	4339	167.221
YDL008W	498	449	249	27.0361
YDL009C	324	275	409.692	72.6301
YDL010W	696	647	617.308	46.5146
YDL012C	324	275	418	74.1029
YDL013W	1860	1811	1318	35.4804
YDL014W	984	935	887	46.2491
YDL015C	933	884	3812	210.229
YDL017W	1524	1475	944	31.2012
YDL018C	678	629	1136	88.048
YDL019C	3852	3803	12852	164.754
YDL020C	1596	1547	12139	382.546
YDL021W	936	887	1920	105.528
YDL022C-A	249	200	20	4.87519
YDL022W	1176	1127	38331	1658.13
YDL024C	1407	1358	241	8.65185
YDL025C	1863	1814	5497	147.734
YDL027C	1263	1214	2805	112.643
YDL028C	2295	2246	1629	35.3592
YDL029W	1176	1127	6741	291.603
YDL030W	1593	1544	477	15.0613
YDL031W	2988	2939	461	7.64703
YDL033C	1254	1205	544	22.0092
YDL035C	2886	2837	3858	66.2971
YDL036C	1389	1340	612	22.2658
YDL037C	987	938	540	28.0661
YDL039C	2097	2048	979	23.3047
YDL040C	2565	2516	4761	92.2527
YDL042C	1689	1640	523	15.5471
YDL043C	801	752	334	21.6531
YDL044C	1323	1274	534	20.4345
YDL045C	921	872	1336	74.6933
YDL045W-A	288	239	276	56.2993
YDL046W	522	473	2595	267.466
YDL047W	936	887	2342	128.723
YDL048C	1473	1424	2127	72.8197
YDL049C	807	758	392	25.2121
YDL051W	828	779	1437	89.9313
YDL052C	912	863	1375	77.6754
YDL053C	558	509	1058	101.335
YDL054C	1461	1412	1470	50.7545
YDL055C	1086	1037	18978	892.202
YDL056W	2502	2453	1657	32.9319
YDL057W	987	938	475	24.6878
YDL058W	5373	5324	3464	31.7199
YDL059C	717	668	278	20.289
YDL060W	2367	2318	603	12.6822
YDL061C	171	122	800	319.685
YDL063C	1863	1814	538	14.4589
YDL064W	474	425	470	53.9139
YDL065C	1029	980	1176	58.5023
YDL066W	1287	1238	4997	196.78
YDL067C	180	131	260	96.7595
YDL069C	690	641	221	16.8084
YDL070W	1917	1868	3705	96.6948
YDL072C	612	563	3833	331.911
YDL073W	2955	2906	1124	18.8566
YDL074C	2103	2054	2346	55.6826
YDL075W	342	293	5733	953.907
YDL076C	885	836	1081	63.0392
YDL077C	3150	3101	2233	35.1058
YDL078C	1032	983	7176	355.894
YDL079C	1506	1457	6804	227.665
YDL080C	1830	1781	1392	38.1037
YDL081C	321	272	13882	2488.14
YDL082W	600	551	3569.25	315.804
YDL083C	432	383	4446.36	565.976
YDL084W	1341	1292	9442	356.281
YDL085C-A	207	158	190	58.6257
YDL085W	1638	1589	1099	33.7183
YDL086W	822	773	1813	114.343
YDL087C	786	737	568	37.5727
YDL088C	1587	1538	2286	72.4622
