"","Yorf","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","desc","sig"
"28","YAL030W",437.243784492697,0.0349113314638198,0.125473812944827,0.278235997173139,0.780831203636419,0.907190919578537,"SNC1","Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication","P-adj > 0.05"
"29","YAL031C",2217.33570928504,0.0129006854657195,0.0717407925237175,0.179823570550249,0.85729107862398,0.936329480380714,"GIP4","Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate","P-adj > 0.05"
"30","YAL032C",993.623678880258,-0.0465434596520095,0.0877273872015865,-0.530546516164427,0.595733066654147,0.805803988470489,"PRP45","Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene","P-adj > 0.05"
"31","YAL033W",218.05340592254,0.019628045584632,0.142881377450421,0.13737301483843,0.890735959847596,0.952399750628759,"POP5","Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs","P-adj > 0.05"
"32","YAL034C",2608.38472229825,0.168001650484893,0.0763652935880482,2.19997387021355,0.0278087489673547,0.11997844868141,"FUN19","Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication","P-adj > 0.05"
"33","YAL034W-A",186.975945715693,-0.246063000077344,0.160988797141327,-1.5284479693412,0.126401352545363,0.340429190514947,"MTW1","Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)","P-adj > 0.05"
"34","YAL035W",8810.39728228137,0.127377242086265,0.0824443320350562,1.5450090860352,0.122344065631,0.334069525493628,"FUN12","Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2","P-adj > 0.05"
"35","YAL036C",878.219237427244,-0.385686587221381,0.0927179868851324,-4.15978172281939,3.18551880606669e-05,0.000661969141821845,"RBG1","Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid","P-adj < 0.05"
"36","YAL037C-A",3.37933483111969,3.12725063351139,1.35147840454123,2.3139479128954,0.020670579471971,NA,"","Putative protein of unknown function",NA
"37","YAL037W",58.518632081677,-0.23648199848316,0.250147296567563,-0.945370994322492,0.344469505112849,0.609868320881682,"","Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication","P-adj > 0.05"
"38","YAL038W",281142.438617981,-0.232268225164483,0.0864132082114702,-2.68787873951025,0.00719075042382407,0.0445615118414411,"CDC19","Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication","P-adj < 0.05"
"39","YAL039C",1781.10390605807,-0.0321255968557871,0.09400178820564,-0.341755167311376,0.732535151480011,0.888671896283079,"CYC3","Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant","P-adj > 0.05"
"40","YAL040C",1857.10300715052,-0.113170055264917,0.0862995229090489,-1.31136362577794,0.189734941747902,0.438614949370799,"CLN3","G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1","P-adj > 0.05"
"41","YAL041W",2698.76926303193,-0.0457797068545542,0.066162793342679,-0.691925242899675,0.488984277276894,0.734875694544386,"CDC24","Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42","P-adj > 0.05"
"42","YAL042W",4190.87710364889,-0.0425236718250766,0.0726461312925046,-0.58535356347963,0.558310005739075,0.77963666984642,"ERV46","Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport","P-adj > 0.05"
"43","YAL043C",2920.51215836625,0.0553912327314921,0.0824358596339615,0.671931280603427,0.501627445428335,0.743242306293791,"PTA1","Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII","P-adj > 0.05"
"44","YAL044C",426.773105341598,-0.246128659184754,0.119388168550973,-2.06158333922066,0.0392474215838394,0.15361270629393,"GCV3","H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF","P-adj > 0.05"
"45","YAL044W-A",208.74429248337,-0.00288620444087271,0.1456023290642,-0.0198225156109975,0.984184956550932,0.995262372690089,"BOL1","Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member, BOLA1 and S. pombe uvi31, a putative DNA repair protein","P-adj > 0.05"
"46","YAL046C",167.656953778739,-0.0522796847068939,0.179143741830211,-0.291830929580803,0.770415895702089,0.904061066315451,"BOL3","Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)","P-adj > 0.05"
"47","YAL047C",483.782198302259,-0.11909273617559,0.105114474587206,-1.13298132006347,0.257222097908903,0.524035496396933,"SPC72","Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase","P-adj > 0.05"
"48","YAL048C",888.551305946975,0.124839596130313,0.082424151884772,1.51459970500925,0.129873806957666,0.345287457829276,"GEM1","Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases","P-adj > 0.05"
"49","YAL049C",882.168500482561,0.0581654921879819,0.0887177674095056,0.655623939672649,0.512066118369026,0.749292291240594,"AIM2","Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor","P-adj > 0.05"
"50","YAL051W",2005.65049357486,0.101011733025401,0.0765069502340804,1.3202948583932,0.186736591568249,0.436396764936275,"OAF1","Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication","P-adj > 0.05"
"51","YAL053W",2473.46739250196,-0.0322602982622033,0.0719825286687989,-0.448168449466913,0.654031630924156,0.845266382963949,"FLC2","Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication","P-adj > 0.05"
"52","YAL054C",8434.74184833146,0.377203520364511,0.114617679963312,3.29097151927389,0.000998420211307286,0.0100660969646111,"ACS1","Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions","P-adj < 0.05"
"53","YAL055W",256.270656053804,-0.0134201046600333,0.142878071290447,-0.0939269724095899,0.925167167664971,0.969118898930288,"PEX22","Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation","P-adj > 0.05"
"54","YAL056W",2448.18312195379,0.112472841260024,0.070413661461143,1.59731561924374,0.110195370877761,0.312517750398048,"GPB2","Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication","P-adj > 0.05"
"55","YAL058W",578.435587970696,-0.0332602229822654,0.0978877087425359,-0.339779359528645,0.734022692832916,0.889178148577322,"CNE1","Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast","P-adj > 0.05"
"56","YAL059W",151.212160532413,-0.375312350250913,0.175447439542682,-2.13917257059548,0.0324216947704647,0.134265326658763,"ECM1","Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm","P-adj > 0.05"
"57","YAL060W",8284.9336460664,0.0752160017201987,0.0776815103920459,0.968261319078321,0.332913877645409,0.596539538200226,"BDH1","NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source","P-adj > 0.05"
"58","YAL061W",15727.0783320773,0.0284660177820377,0.105683556823215,0.269351435906487,0.78765925403869,0.909944510166469,"BDH2","Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3","P-adj > 0.05"
"59","YAL062W",1229.82146494674,-0.109341273348382,0.100639423813737,-1.08646561362225,0.277273046256027,0.545202991225687,"GDH3","NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication","P-adj > 0.05"
"60","YAL063C",866.458653487437,-0.353799148591403,0.0941857705326676,-3.756397028877,0.000172377149435912,0.00248199352479948,"FLO9","Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation","P-adj < 0.05"
"61","YAL063C-A",13.5498215002275,-1.20705204516833,0.535909264472722,-2.25234405371951,0.0243005382506883,0.108824968584672,"","Putative protein of unknown function; identified by expression profiling and mass spectrometry","P-adj > 0.05"
"62","YAL064C-A",119.853466163525,-0.0807120607578307,0.190327417503294,-0.424069541932569,0.671515097574268,0.854669028130986,"TDA8","Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene","P-adj > 0.05"
"63","YAL064W",10.6307442186327,-0.599155638084065,0.662365431623541,-0.904569606864083,0.365693442900736,NA,"","Protein of unknown function; may interact with ribosomes, based on co-purification experiments",NA
"64","YAL064W-B",52.0254623845818,-0.26628749950669,0.266883335448062,-0.997767429201334,0.318392147481493,0.585805515878636,"","Fungal-specific protein of unknown function","P-adj > 0.05"
"65","YAL065C",74.3959175201201,-0.289173437052456,0.233058287978742,-1.24077731609713,0.214688023243842,0.474284019227409,"","Putative protein of unknown function; shows sequence similarity to FLO1 and other flocculins","P-adj > 0.05"
"66","YAL067C",69.2297127041614,-0.536718557440044,0.316611818874598,-1.69519432138642,0.09003856380721,0.274776958855918,"SEO1","Putative permease; member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide","P-adj > 0.05"
"67","YAL067W-A",14.9347151212087,-0.184538921396795,0.524641877155751,-0.351742644710785,0.725031275854513,0.884629270446938,"","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching","P-adj > 0.05"
"68","YAL068C",5.56638618451972,-1.03809025674084,1.07598604675846,-0.9647804075789,0.334654811224595,NA,"PAU8","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions",NA
"69","YAR002C-A",1659.59389221993,-0.176136221740606,0.0790860650011135,-2.2271461064364,0.0259375106239189,0.113860941393905,"ERP1","Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication","P-adj > 0.05"
"70","YAR002W",1150.39825201224,0.0224423303494086,0.0776153362381342,0.289148143100901,0.772468013379013,0.904998522265374,"NUP60","FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153","P-adj > 0.05"
"71","YAR003W",775.631875253032,0.163600607657336,0.088499340103182,1.84860822088157,0.0645144047700976,0.21872049081975,"SWD1","Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7","P-adj > 0.05"
"72","YAR007C",2124.96430503137,-0.109846783827468,0.0652753314461288,-1.68282230658797,0.0924094954407555,0.278336629385425,"RFA1","Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia","P-adj > 0.05"
"73","YAR008W",101.470669721417,-0.442624981754819,0.194132422072705,-2.2800157594956,0.0226067538112988,0.103403972104413,"SEN34","Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease","P-adj > 0.05"
"74","YAR009C",20901.681746935,-0.311663147516345,0.102948400042557,-3.02737242528789,0.00246689818679161,0.0203299155850144,"","Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins, Pol is cleaved to produce protease, reverse transcriptase and integrase activities; in YARCTy1-1 TYB is mutant and probably non-functional; protein product forms cytoplasmic foci upon DNA replication stress","P-adj < 0.05"
"75","YAR010C",7626.92370507534,-0.399320988996233,0.112381357831074,-3.55326716728652,0.00038047783816058,0.00456968912900971,"","Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional","P-adj < 0.05"
"76","YAR014C",1625.8617874353,-0.114375844819138,0.0857037803181498,-1.33454842242141,0.18202418853963,0.430964646390756,"BUD14","Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress","P-adj > 0.05"
"77","YAR015W",1397.2794639169,-0.261279346286261,0.0767536249429428,-3.40413037795272,0.000663750638549264,0.00731772412003644,"ADE1","N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress","P-adj < 0.05"
"78","YAR018C",402.793773335927,-0.0377590517982003,0.116798743518847,-0.32328303079825,0.746480904077646,0.892840617568647,"KIN3","Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol","P-adj > 0.05"
"79","YAR019C",1637.16479373894,-0.0836431745657825,0.0753610227189866,-1.10989967423451,0.267042260902727,0.534362016361293,"CDC15","Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress","P-adj > 0.05"
